Date,Source,TempC
2019-12-30T23:20:00Z,Hobo-Tmp-2,12.86
2019-12-30T23:20:00Z,Mean.Temp,13.7
2019-12-30T23:30:00Z,Hobo-Tmp-1,14.55
2019-12-30T23:30:00Z,Hobo-Tmp-2,12.9
2019-12-30T23:30:00Z,Mean.Temp,13.72
2019-12-30T23:40:00Z,Hobo-Tmp-1,14.55
2019-12-30T23:40:00Z,Hobo-Tmp-2,12.91
2019-12-30T23:40:00Z,Mean.Temp,13.73
2019-12-30T23:50:00Z,Hobo-Tmp-1,14.56
2019-12-30T23:50:00Z,Hobo-Tmp-2,12.94
2019-12-30T23:50:00Z,Mean.Temp,13.75
2019-12-31T00:00:00Z,Hobo-Tmp-1,14.59
2019-12-31T00:00:00Z,Hobo-Tmp-2,12.94
2019-12-31T00:00:00Z,Mean.Temp,13.77
2019-12-31T00:10:00Z,Hobo-Tmp-1,14.59
2019-12-31T00:10:00Z,Hobo-Tmp-2,12.96
2019-12-31T00:10:00Z,Mean.Temp,13.78
2019-12-31T00:20:00Z,Hobo-Tmp-1,14.58
2019-12-31T00:20:00Z,Hobo-Tmp-2,12.99
2019-12-31T00:20:00Z,Mean.Temp,13.79
2019-12-31T00:30:00Z,Hobo-Tmp-1,14.57
2019-12-31T00:30:00Z,Hobo-Tmp-2,12.99
2019-12-31T00:30:00Z,Mean.Temp,13.78
2019-12-31T00:40:00Z,Hobo-Tmp-1,14.58
2019-12-31T00:40:00Z,Hobo-Tmp-2,13.01
2019-12-31T00:40:00Z,Mean.Temp,13.79
2019-12-31T00:50:00Z,Hobo-Tmp-1,14.59
2019-12-31T00:50:00Z,Hobo-Tmp-2,13.04
2019-12-31T00:50:00Z,Mean.Temp,13.82
2019-12-31T01:00:00Z,Hobo-Tmp-1,14.58
2019-12-31T01:00:00Z,Hobo-Tmp-2,13.06
2019-12-31T01:00:00Z,Mean.Temp,13.82
2019-12-31T01:10:00Z,Hobo-Tmp-1,14.62
2019-12-31T01:10:00Z,Hobo-Tmp-2,13.08
2019-12-31T01:10:00Z,Mean.Temp,13.85
2019-12-31T01:20:00Z,Hobo-Tmp-1,14.63
2019-12-31T01:20:00Z,Hobo-Tmp-2,13.11
2019-12-31T01:20:00Z,Mean.Temp,13.87
2019-12-31T01:30:00Z,Hobo-Tmp-1,14.63
2019-12-31T01:30:00Z,Hobo-Tmp-2,13.12
2019-12-31T01:30:00Z,Mean.Temp,13.87
2019-12-31T01:40:00Z,Hobo-Tmp-1,14.62
2019-12-31T01:40:00Z,Hobo-Tmp-2,13.09
2019-12-31T01:40:00Z,Mean.Temp,13.86
2019-12-31T01:50:00Z,Hobo-Tmp-1,14.65
2019-12-31T01:50:00Z,Hobo-Tmp-2,13.12
2019-12-31T01:50:00Z,Mean.Temp,13.88
2019-12-31T02:00:00Z,Hobo-Tmp-1,14.62
2019-12-31T02:00:00Z,Hobo-Tmp-2,13.08
2019-12-31T02:00:00Z,Mean.Temp,13.85
2019-12-31T02:10:00Z,Hobo-Tmp-1,14.65
2019-12-31T02:10:00Z,Hobo-Tmp-2,13.09
2019-12-31T02:10:00Z,Mean.Temp,13.87
2019-12-31T02:20:00Z,Hobo-Tmp-1,14.63
2019-12-31T02:20:00Z,Hobo-Tmp-2,13.11
2019-12-31T02:20:00Z,Mean.Temp,13.87
2019-12-31T02:30:00Z,Hobo-Tmp-1,14.64
2019-12-31T02:30:00Z,Hobo-Tmp-2,13.09
2019-12-31T02:30:00Z,Mean.Temp,13.87
2019-12-31T02:40:00Z,Hobo-Tmp-1,14.62
2019-12-31T02:40:00Z,Hobo-Tmp-2,13.06
2019-12-31T02:40:00Z,Mean.Temp,13.84
2019-12-31T02:50:00Z,Hobo-Tmp-1,14.64
2019-12-31T02:50:00Z,Hobo-Tmp-2,13.03
2019-12-31T02:50:00Z,Mean.Temp,13.83
2019-12-31T03:00:00Z,Hobo-Tmp-1,14.64
2019-12-31T03:00:00Z,Hobo-Tmp-2,12.97
2019-12-31T03:00:00Z,Mean.Temp,13.81
2019-12-31T03:10:00Z,Hobo-Tmp-1,14.62
2019-12-31T03:10:00Z,Hobo-Tmp-2,12.96
2019-12-31T03:10:00Z,Mean.Temp,13.79
2019-12-31T03:20:00Z,Hobo-Tmp-1,14.63
2019-12-31T03:20:00Z,Hobo-Tmp-2,12.92
2019-12-31T03:20:00Z,Mean.Temp,13.78
2019-12-31T03:30:00Z,Hobo-Tmp-1,14.65
2019-12-31T03:30:00Z,Hobo-Tmp-2,12.91
2019-12-31T03:30:00Z,Mean.Temp,13.78
2019-12-31T03:40:00Z,Hobo-Tmp-1,14.65
2019-12-31T03:40:00Z,Hobo-Tmp-2,12.89
2019-12-31T03:40:00Z,Mean.Temp,13.77
2019-12-31T03:50:00Z,Hobo-Tmp-1,14.63
2019-12-31T03:50:00Z,Hobo-Tmp-2,12.89
2019-12-31T03:50:00Z,Mean.Temp,13.76
2019-12-31T04:00:00Z,Hobo-Tmp-1,14.65
2019-12-31T04:00:00Z,Hobo-Tmp-2,12.87
2019-12-31T04:00:00Z,Mean.Temp,13.76
2019-12-31T04:10:00Z,Hobo-Tmp-1,14.65
2019-12-31T04:10:00Z,Hobo-Tmp-2,12.84
2019-12-31T04:10:00Z,Mean.Temp,13.75
2019-12-31T04:20:00Z,Hobo-Tmp-1,14.63
2019-12-31T04:20:00Z,Hobo-Tmp-2,12.81
2019-12-31T04:20:00Z,Mean.Temp,13.72
2019-12-31T04:30:00Z,Hobo-Tmp-1,14.63
2019-12-31T04:30:00Z,Hobo-Tmp-2,12.76
2019-12-31T04:30:00Z,Mean.Temp,13.69
2019-12-31T04:40:00Z,Hobo-Tmp-1,14.61
2019-12-31T04:40:00Z,Hobo-Tmp-2,12.76
2019-12-31T04:40:00Z,Mean.Temp,13.68
2019-12-31T04:50:00Z,Hobo-Tmp-1,14.62
2019-12-31T04:50:00Z,Hobo-Tmp-2,12.73
2019-12-31T04:50:00Z,Mean.Temp,13.67
2019-12-31T05:00:00Z,Hobo-Tmp-1,14.59
2019-12-31T05:00:00Z,Hobo-Tmp-2,12.69
2019-12-31T05:00:00Z,Mean.Temp,13.64
2019-12-31T05:10:00Z,Hobo-Tmp-1,14.59
2019-12-31T05:10:00Z,Hobo-Tmp-2,12.68
2019-12-31T05:10:00Z,Mean.Temp,13.64
2019-12-31T05:20:00Z,Hobo-Tmp-1,14.59
2019-12-31T05:20:00Z,Hobo-Tmp-2,12.66
2019-12-31T05:20:00Z,Mean.Temp,13.63
2019-12-31T05:30:00Z,Hobo-Tmp-1,14.59
2019-12-31T05:30:00Z,Hobo-Tmp-2,12.64
2019-12-31T05:30:00Z,Mean.Temp,13.62
2019-12-31T05:40:00Z,Hobo-Tmp-1,14.58
2019-12-31T05:40:00Z,Hobo-Tmp-2,12.61
2019-12-31T05:40:00Z,Mean.Temp,13.6
2019-12-31T05:50:00Z,Hobo-Tmp-1,14.58
2019-12-31T05:50:00Z,Hobo-Tmp-2,12.63
2019-12-31T05:50:00Z,Mean.Temp,13.61
2019-12-31T06:00:00Z,Hobo-Tmp-1,14.58
2019-12-31T06:00:00Z,Hobo-Tmp-2,12.6
2019-12-31T06:00:00Z,Mean.Temp,13.59
2019-12-31T06:10:00Z,Hobo-Tmp-1,14.58
2019-12-31T06:10:00Z,Hobo-Tmp-2,12.6
2019-12-31T06:10:00Z,Mean.Temp,13.59
2019-12-31T06:20:00Z,Hobo-Tmp-1,14.58
2019-12-31T06:20:00Z,Hobo-Tmp-2,12.58
2019-12-31T06:20:00Z,Mean.Temp,13.58
2019-12-31T06:30:00Z,Hobo-Tmp-1,14.56
2019-12-31T06:30:00Z,Hobo-Tmp-2,12.59
2019-12-31T06:30:00Z,Mean.Temp,13.58
2019-12-31T06:40:00Z,Hobo-Tmp-1,14.52
2019-12-31T06:40:00Z,Hobo-Tmp-2,12.57
2019-12-31T06:40:00Z,Mean.Temp,13.54
2019-12-31T06:50:00Z,Hobo-Tmp-1,14.53
2019-12-31T06:50:00Z,Hobo-Tmp-2,12.57
2019-12-31T06:50:00Z,Mean.Temp,13.55
2019-12-31T07:00:00Z,Hobo-Tmp-1,14.5
2019-12-31T07:00:00Z,Hobo-Tmp-2,12.56
2019-12-31T07:00:00Z,Mean.Temp,13.53
2019-12-31T07:10:00Z,Hobo-Tmp-1,14.44
2019-12-31T07:10:00Z,Hobo-Tmp-2,12.52
2019-12-31T07:10:00Z,Mean.Temp,13.48
2019-12-31T07:20:00Z,Hobo-Tmp-1,14.46
2019-12-31T07:20:00Z,Hobo-Tmp-2,12.5
2019-12-31T07:20:00Z,Mean.Temp,13.48
2019-12-31T07:30:00Z,Hobo-Tmp-1,14.48
2019-12-31T07:30:00Z,Hobo-Tmp-2,12.51
2019-12-31T07:30:00Z,Mean.Temp,13.49
2019-12-31T07:40:00Z,Hobo-Tmp-1,14.5
2019-12-31T07:40:00Z,Hobo-Tmp-2,12.51
2019-12-31T07:40:00Z,Mean.Temp,13.51
2019-12-31T07:50:00Z,Hobo-Tmp-1,14.48
2019-12-31T07:50:00Z,Hobo-Tmp-2,12.49
2019-12-31T07:50:00Z,Mean.Temp,13.49
2019-12-31T08:00:00Z,Hobo-Tmp-1,14.44
2019-12-31T08:00:00Z,Hobo-Tmp-2,12.51
2019-12-31T08:00:00Z,Mean.Temp,13.48
2019-12-31T08:10:00Z,Hobo-Tmp-1,14.31
2019-12-31T08:10:00Z,Hobo-Tmp-2,12.46
2019-12-31T08:10:00Z,Mean.Temp,13.38
2019-12-31T08:20:00Z,Hobo-Tmp-1,14.16
2019-12-31T08:20:00Z,Hobo-Tmp-2,12.39
2019-12-31T08:20:00Z,Mean.Temp,13.27
2019-12-31T08:30:00Z,Hobo-Tmp-1,13.99
2019-12-31T08:30:00Z,Hobo-Tmp-2,12.33
2019-12-31T08:30:00Z,Mean.Temp,13.16
2019-12-31T08:40:00Z,Hobo-Tmp-1,13.88
2019-12-31T08:40:00Z,Hobo-Tmp-2,12.28
2019-12-31T08:40:00Z,Mean.Temp,13.08
2019-12-31T08:50:00Z,Hobo-Tmp-1,13.8
2019-12-31T08:50:00Z,Hobo-Tmp-2,12.22
2019-12-31T08:50:00Z,Mean.Temp,13.01
2019-12-31T09:00:00Z,Hobo-Tmp-1,13.68
2019-12-31T09:00:00Z,Hobo-Tmp-2,12.17
2019-12-31T09:00:00Z,Mean.Temp,12.93
2019-12-31T09:10:00Z,Hobo-Tmp-1,13.62
2019-12-31T09:10:00Z,Hobo-Tmp-2,12.14
2019-12-31T09:10:00Z,Mean.Temp,12.88
2019-12-31T09:20:00Z,Hobo-Tmp-1,13.57
2019-12-31T09:20:00Z,Hobo-Tmp-2,12.08
2019-12-31T09:20:00Z,Mean.Temp,12.83
2019-12-31T09:30:00Z,Hobo-Tmp-1,13.52
2019-12-31T09:30:00Z,Hobo-Tmp-2,12.09
2019-12-31T09:30:00Z,Mean.Temp,12.81
2019-12-31T09:40:00Z,Hobo-Tmp-1,13.49
2019-12-31T09:40:00Z,Hobo-Tmp-2,12.07
2019-12-31T09:40:00Z,Mean.Temp,12.78
2019-12-31T09:50:00Z,Hobo-Tmp-1,13.49
2019-12-31T09:50:00Z,Hobo-Tmp-2,12.04
2019-12-31T09:50:00Z,Mean.Temp,12.76
2019-12-31T10:00:00Z,Hobo-Tmp-1,13.49
2019-12-31T10:00:00Z,Hobo-Tmp-2,12.08
2019-12-31T10:00:00Z,Mean.Temp,12.79
2019-12-31T10:10:00Z,Hobo-Tmp-1,13.53
2019-12-31T10:10:00Z,Hobo-Tmp-2,12.05
2019-12-31T10:10:00Z,Mean.Temp,12.79
2019-12-31T10:20:00Z,Hobo-Tmp-1,13.56
2019-12-31T10:20:00Z,Hobo-Tmp-2,12.05
2019-12-31T10:20:00Z,Mean.Temp,12.8
2019-12-31T10:30:00Z,Hobo-Tmp-1,13.59
2019-12-31T10:30:00Z,Hobo-Tmp-2,12.09
2019-12-31T10:30:00Z,Mean.Temp,12.84
2019-12-31T10:40:00Z,Hobo-Tmp-1,13.63
2019-12-31T10:40:00Z,Hobo-Tmp-2,12.12
2019-12-31T10:40:00Z,Mean.Temp,12.87
2019-12-31T10:50:00Z,Hobo-Tmp-1,13.67
2019-12-31T10:50:00Z,Hobo-Tmp-2,12.14
2019-12-31T10:50:00Z,Mean.Temp,12.91
2019-12-31T11:00:00Z,Hobo-Tmp-1,13.73
2019-12-31T11:00:00Z,Hobo-Tmp-2,12.16
2019-12-31T11:00:00Z,Mean.Temp,12.94
2019-12-31T11:10:00Z,Hobo-Tmp-1,13.8
2019-12-31T11:10:00Z,Hobo-Tmp-2,12.2
2019-12-31T11:10:00Z,Mean.Temp,13
2019-12-31T11:20:00Z,Hobo-Tmp-1,13.88
2019-12-31T11:20:00Z,Hobo-Tmp-2,12.21
2019-12-31T11:20:00Z,Mean.Temp,13.04
2019-12-31T11:30:00Z,Hobo-Tmp-1,13.96
2019-12-31T11:30:00Z,Hobo-Tmp-2,12.27
2019-12-31T11:30:00Z,Mean.Temp,13.11
2019-12-31T11:40:00Z,Hobo-Tmp-1,14.03
2019-12-31T11:40:00Z,Hobo-Tmp-2,12.33
2019-12-31T11:40:00Z,Mean.Temp,13.18
2019-12-31T11:50:00Z,Hobo-Tmp-1,14.12
2019-12-31T11:50:00Z,Hobo-Tmp-2,12.38
2019-12-31T11:50:00Z,Mean.Temp,13.25
2019-12-31T12:00:00Z,Hobo-Tmp-1,14.2
2019-12-31T12:00:00Z,Hobo-Tmp-2,12.41
2019-12-31T12:00:00Z,Mean.Temp,13.3
2019-12-31T12:10:00Z,Hobo-Tmp-1,14.26
2019-12-31T12:10:00Z,Hobo-Tmp-2,12.45
2019-12-31T12:10:00Z,Mean.Temp,13.36
2019-12-31T12:20:00Z,Hobo-Tmp-1,14.33
2019-12-31T12:20:00Z,Hobo-Tmp-2,12.49
2019-12-31T12:20:00Z,Mean.Temp,13.41
2019-12-31T12:30:00Z,Hobo-Tmp-1,14.4
2019-12-31T12:30:00Z,Hobo-Tmp-2,12.54
2019-12-31T12:30:00Z,Mean.Temp,13.47
2019-12-31T12:40:00Z,Hobo-Tmp-1,14.46
2019-12-31T12:40:00Z,Hobo-Tmp-2,12.59
2019-12-31T12:40:00Z,Mean.Temp,13.52
2019-12-31T12:50:00Z,Hobo-Tmp-1,14.51
2019-12-31T12:50:00Z,Hobo-Tmp-2,12.63
2019-12-31T12:50:00Z,Mean.Temp,13.57
2019-12-31T13:00:00Z,Hobo-Tmp-1,14.55
2019-12-31T13:00:00Z,Hobo-Tmp-2,12.63
2019-12-31T13:00:00Z,Mean.Temp,13.59
2019-12-31T13:10:00Z,Hobo-Tmp-1,14.61
2019-12-31T13:10:00Z,Hobo-Tmp-2,12.67
2019-12-31T13:10:00Z,Mean.Temp,13.64
2019-12-31T13:20:00Z,Hobo-Tmp-1,14.34
2019-12-31T13:20:00Z,Hobo-Tmp-2,12.71
2019-12-31T13:20:00Z,Mean.Temp,13.52
2019-12-31T13:30:00Z,Hobo-Tmp-1,14.42
2019-12-31T13:30:00Z,Hobo-Tmp-2,12.72
2019-12-31T13:30:00Z,Mean.Temp,13.57
2019-12-31T13:40:00Z,Hobo-Tmp-1,14.62
2019-12-31T13:40:00Z,Hobo-Tmp-2,12.69
2019-12-31T13:40:00Z,Mean.Temp,13.66
2019-12-31T13:50:00Z,Hobo-Tmp-1,14.64
2019-12-31T13:50:00Z,Hobo-Tmp-2,12.73
2019-12-31T13:50:00Z,Mean.Temp,13.68
2019-12-31T14:00:00Z,Hobo-Tmp-1,14.69
2019-12-31T14:00:00Z,Hobo-Tmp-2,12.88
2019-12-31T14:00:00Z,Mean.Temp,13.78
2019-12-31T14:10:00Z,Hobo-Tmp-1,14.68
2019-12-31T14:10:00Z,Hobo-Tmp-2,13.05
2019-12-31T14:10:00Z,Mean.Temp,13.86
2019-12-31T14:20:00Z,Hobo-Tmp-1,14.7
2019-12-31T14:20:00Z,Hobo-Tmp-2,13.18
2019-12-31T14:20:00Z,Mean.Temp,13.94
2019-12-31T14:30:00Z,Hobo-Tmp-1,14.7
2019-12-31T14:30:00Z,Hobo-Tmp-2,13.29
2019-12-31T14:30:00Z,Mean.Temp,14
2019-12-31T14:40:00Z,Hobo-Tmp-1,14.69
2019-12-31T14:40:00Z,Hobo-Tmp-2,13.38
2019-12-31T14:40:00Z,Mean.Temp,14.04
2019-12-31T14:50:00Z,Hobo-Tmp-1,14.71
2019-12-31T14:50:00Z,Hobo-Tmp-2,13.48
2019-12-31T14:50:00Z,Mean.Temp,14.09
2019-12-31T15:00:00Z,Hobo-Tmp-1,14.7
2019-12-31T15:00:00Z,Hobo-Tmp-2,13.61
2019-12-31T15:00:00Z,Mean.Temp,14.15
2019-12-31T15:10:00Z,Hobo-Tmp-1,14.69
2019-12-31T15:10:00Z,Hobo-Tmp-2,13.73
2019-12-31T15:10:00Z,Mean.Temp,14.21
2019-12-31T15:20:00Z,Hobo-Tmp-1,14.7
2019-12-31T15:20:00Z,Hobo-Tmp-2,13.89
2019-12-31T15:20:00Z,Mean.Temp,14.29
2019-12-31T15:30:00Z,Hobo-Tmp-1,14.69
2019-12-31T15:30:00Z,Hobo-Tmp-2,14.02
2019-12-31T15:30:00Z,Mean.Temp,14.35
2019-12-31T15:40:00Z,Hobo-Tmp-1,14.67
2019-12-31T15:40:00Z,Hobo-Tmp-2,14.14
2019-12-31T15:40:00Z,Mean.Temp,14.41
2019-12-31T15:50:00Z,Hobo-Tmp-1,14.67
2019-12-31T15:50:00Z,Hobo-Tmp-2,14.26
2019-12-31T15:50:00Z,Mean.Temp,14.46
2019-12-31T16:00:00Z,Hobo-Tmp-1,14.66
2019-12-31T16:00:00Z,Hobo-Tmp-2,14.35
2019-12-31T16:00:00Z,Mean.Temp,14.51
2019-12-31T16:10:00Z,Hobo-Tmp-1,14.64
2019-12-31T16:10:00Z,Hobo-Tmp-2,14.41
2019-12-31T16:10:00Z,Mean.Temp,14.52
2019-12-31T16:20:00Z,Hobo-Tmp-1,14.66
2019-12-31T16:20:00Z,Hobo-Tmp-2,14.47
2019-12-31T16:20:00Z,Mean.Temp,14.56
2019-12-31T16:30:00Z,Hobo-Tmp-1,14.66
2019-12-31T16:30:00Z,Hobo-Tmp-2,14.5
2019-12-31T16:30:00Z,Mean.Temp,14.58
2019-12-31T16:40:00Z,Hobo-Tmp-1,14.68
2019-12-31T16:40:00Z,Hobo-Tmp-2,14.54
2019-12-31T16:40:00Z,Mean.Temp,14.61
2019-12-31T16:50:00Z,Hobo-Tmp-1,14.72
2019-12-31T16:50:00Z,Hobo-Tmp-2,14.55
2019-12-31T16:50:00Z,Mean.Temp,14.64
2019-12-31T17:00:00Z,Hobo-Tmp-1,14.68
2019-12-31T17:00:00Z,Hobo-Tmp-2,14.54
2019-12-31T17:00:00Z,Mean.Temp,14.61
2019-12-31T17:10:00Z,Hobo-Tmp-1,14.68
2019-12-31T17:10:00Z,Hobo-Tmp-2,14.53
2019-12-31T17:10:00Z,Mean.Temp,14.6
2019-12-31T17:20:00Z,Hobo-Tmp-1,14.71
2019-12-31T17:20:00Z,Hobo-Tmp-2,14.49
2019-12-31T17:20:00Z,Mean.Temp,14.6
2019-12-31T17:30:00Z,Hobo-Tmp-1,14.68
2019-12-31T17:30:00Z,Hobo-Tmp-2,14.43
2019-12-31T17:30:00Z,Mean.Temp,14.56
2019-12-31T17:40:00Z,Hobo-Tmp-1,14.69
2019-12-31T17:40:00Z,Hobo-Tmp-2,14.36
2019-12-31T17:40:00Z,Mean.Temp,14.52
2019-12-31T17:50:00Z,Hobo-Tmp-1,14.67
2019-12-31T17:50:00Z,Hobo-Tmp-2,14.28
2019-12-31T17:50:00Z,Mean.Temp,14.47
2019-12-31T18:00:00Z,Hobo-Tmp-1,14.69
2019-12-31T18:00:00Z,Hobo-Tmp-2,14.22
2019-12-31T18:00:00Z,Mean.Temp,14.45
2019-12-31T18:10:00Z,Hobo-Tmp-1,14.68
2019-12-31T18:10:00Z,Hobo-Tmp-2,14.16
2019-12-31T18:10:00Z,Mean.Temp,14.42
2019-12-31T18:20:00Z,Hobo-Tmp-1,14.66
2019-12-31T18:20:00Z,Hobo-Tmp-2,14.1
2019-12-31T18:20:00Z,Mean.Temp,14.38
2019-12-31T18:30:00Z,Hobo-Tmp-1,14.67
2019-12-31T18:30:00Z,Hobo-Tmp-2,14.03
2019-12-31T18:30:00Z,Mean.Temp,14.35
2019-12-31T18:40:00Z,Hobo-Tmp-1,14.67
2019-12-31T18:40:00Z,Hobo-Tmp-2,13.97
2019-12-31T18:40:00Z,Mean.Temp,14.32
2019-12-31T18:50:00Z,Hobo-Tmp-1,14.67
2019-12-31T18:50:00Z,Hobo-Tmp-2,13.91
2019-12-31T18:50:00Z,Mean.Temp,14.29
2019-12-31T19:00:00Z,Hobo-Tmp-1,14.65
2019-12-31T19:00:00Z,Hobo-Tmp-2,13.88
2019-12-31T19:00:00Z,Mean.Temp,14.26
2019-12-31T19:10:00Z,Hobo-Tmp-1,14.65
2019-12-31T19:10:00Z,Hobo-Tmp-2,13.81
2019-12-31T19:10:00Z,Mean.Temp,14.23
2019-12-31T19:20:00Z,Hobo-Tmp-1,14.67
2019-12-31T19:20:00Z,Hobo-Tmp-2,13.74
2019-12-31T19:20:00Z,Mean.Temp,14.21
2019-12-31T19:30:00Z,Hobo-Tmp-1,14.67
2019-12-31T19:30:00Z,Hobo-Tmp-2,13.72
2019-12-31T19:30:00Z,Mean.Temp,14.19
2019-12-31T19:40:00Z,Hobo-Tmp-1,14.69
2019-12-31T19:40:00Z,Hobo-Tmp-2,13.66
2019-12-31T19:40:00Z,Mean.Temp,14.18
2019-12-31T19:50:00Z,Hobo-Tmp-1,14.68
2019-12-31T19:50:00Z,Hobo-Tmp-2,13.59
2019-12-31T19:50:00Z,Mean.Temp,14.14
2019-12-31T20:00:00Z,Hobo-Tmp-1,14.71
2019-12-31T20:00:00Z,Hobo-Tmp-2,13.57
2019-12-31T20:00:00Z,Mean.Temp,14.14
2019-12-31T20:10:00Z,Hobo-Tmp-1,14.7
2019-12-31T20:10:00Z,Hobo-Tmp-2,13.54
2019-12-31T20:10:00Z,Mean.Temp,14.12
2019-12-31T20:20:00Z,Hobo-Tmp-1,14.71
2019-12-31T20:20:00Z,Hobo-Tmp-2,13.51
2019-12-31T20:20:00Z,Mean.Temp,14.11
2019-12-31T20:30:00Z,Hobo-Tmp-1,14.7
2019-12-31T20:30:00Z,Hobo-Tmp-2,13.43
2019-12-31T20:30:00Z,Mean.Temp,14.07
2019-12-31T20:40:00Z,Hobo-Tmp-1,14.7
2019-12-31T20:40:00Z,Hobo-Tmp-2,13.43
2019-12-31T20:40:00Z,Mean.Temp,14.06
2019-12-31T20:50:00Z,Hobo-Tmp-1,14.7
2019-12-31T20:50:00Z,Hobo-Tmp-2,13.42
2019-12-31T20:50:00Z,Mean.Temp,14.06
2019-12-31T21:00:00Z,Hobo-Tmp-1,14.69
2019-12-31T21:00:00Z,Hobo-Tmp-2,13.38
2019-12-31T21:00:00Z,Mean.Temp,14.04
2019-12-31T21:10:00Z,Hobo-Tmp-1,14.69
2019-12-31T21:10:00Z,Hobo-Tmp-2,13.36
2019-12-31T21:10:00Z,Mean.Temp,14.02
2019-12-31T21:20:00Z,Hobo-Tmp-1,14.69
2019-12-31T21:20:00Z,Hobo-Tmp-2,13.34
2019-12-31T21:20:00Z,Mean.Temp,14.01
2019-12-31T21:30:00Z,Hobo-Tmp-1,14.68
2019-12-31T21:30:00Z,Hobo-Tmp-2,13.32
2019-12-31T21:30:00Z,Mean.Temp,14
2019-12-31T21:40:00Z,Hobo-Tmp-1,14.67
2019-12-31T21:40:00Z,Hobo-Tmp-2,13.29
2019-12-31T21:40:00Z,Mean.Temp,13.98
2019-12-31T21:50:00Z,Hobo-Tmp-1,14.66
2019-12-31T21:50:00Z,Hobo-Tmp-2,13.28
2019-12-31T21:50:00Z,Mean.Temp,13.97
2019-12-31T22:00:00Z,Hobo-Tmp-1,14.66
2019-12-31T22:00:00Z,Hobo-Tmp-2,13.28
2019-12-31T22:00:00Z,Mean.Temp,13.97
2019-12-31T22:10:00Z,Hobo-Tmp-1,14.69
2019-12-31T22:10:00Z,Hobo-Tmp-2,13.27
2019-12-31T22:10:00Z,Mean.Temp,13.98
2019-12-31T22:20:00Z,Hobo-Tmp-1,14.66
2019-12-31T22:20:00Z,Hobo-Tmp-2,13.27
2019-12-31T22:20:00Z,Mean.Temp,13.96
2019-12-31T22:30:00Z,Hobo-Tmp-1,14.67
2019-12-31T22:30:00Z,Hobo-Tmp-2,13.24
2019-12-31T22:30:00Z,Mean.Temp,13.96
2019-12-31T22:40:00Z,Hobo-Tmp-1,14.69
2019-12-31T22:40:00Z,Hobo-Tmp-2,13.22
2019-12-31T22:40:00Z,Mean.Temp,13.96
2019-12-31T22:50:00Z,Hobo-Tmp-1,14.69
2019-12-31T22:50:00Z,Hobo-Tmp-2,13.23
2019-12-31T22:50:00Z,Mean.Temp,13.96
2019-12-31T23:00:00Z,Hobo-Tmp-1,14.69
2019-12-31T23:00:00Z,Hobo-Tmp-2,13.19
2019-12-31T23:00:00Z,Mean.Temp,13.94
2019-12-31T23:10:00Z,Hobo-Tmp-1,14.68
2019-12-31T23:10:00Z,Hobo-Tmp-2,13.16
2019-12-31T23:10:00Z,Mean.Temp,13.92
2019-12-31T23:20:00Z,Hobo-Tmp-1,14.66
2019-12-31T23:20:00Z,Hobo-Tmp-2,13.14
2019-12-31T23:20:00Z,Mean.Temp,13.9
2019-12-31T23:30:00Z,Hobo-Tmp-1,14.66
2019-12-31T23:30:00Z,Hobo-Tmp-2,13.11
2019-12-31T23:30:00Z,Mean.Temp,13.88
2019-12-31T23:40:00Z,Hobo-Tmp-1,14.67
2019-12-31T23:40:00Z,Hobo-Tmp-2,13.11
2019-12-31T23:40:00Z,Mean.Temp,13.89
2019-12-31T23:50:00Z,Hobo-Tmp-1,14.68
2019-12-31T23:50:00Z,Hobo-Tmp-2,13.09
2019-12-31T23:50:00Z,Mean.Temp,13.89
2020-01-01T00:00:00Z,Hobo-Tmp-1,14.67
2020-01-01T00:00:00Z,Hobo-Tmp-2,13.11
2020-01-01T00:00:00Z,Mean.Temp,13.89
2020-01-01T00:10:00Z,Hobo-Tmp-1,14.69
2020-01-01T00:10:00Z,Hobo-Tmp-2,13.09
2020-01-01T00:10:00Z,Mean.Temp,13.89
2020-01-01T00:20:00Z,Hobo-Tmp-1,14.7
2020-01-01T00:20:00Z,Hobo-Tmp-2,13.05
2020-01-01T00:20:00Z,Mean.Temp,13.88
2020-01-01T00:30:00Z,Hobo-Tmp-1,14.67
2020-01-01T00:30:00Z,Hobo-Tmp-2,13.05
2020-01-01T00:30:00Z,Mean.Temp,13.86
2020-01-01T00:40:00Z,Hobo-Tmp-1,14.69
2020-01-01T00:40:00Z,Hobo-Tmp-2,13.05
2020-01-01T00:40:00Z,Mean.Temp,13.87
2020-01-01T00:50:00Z,Hobo-Tmp-1,14.69
2020-01-01T00:50:00Z,Hobo-Tmp-2,13.04
2020-01-01T00:50:00Z,Mean.Temp,13.86
2020-01-01T01:00:00Z,Hobo-Tmp-1,14.69
2020-01-01T01:00:00Z,Hobo-Tmp-2,13.04
2020-01-01T01:00:00Z,Mean.Temp,13.86
2020-01-01T01:10:00Z,Hobo-Tmp-1,14.69
2020-01-01T01:10:00Z,Hobo-Tmp-2,13.06
2020-01-01T01:10:00Z,Mean.Temp,13.87
2020-01-01T01:20:00Z,Hobo-Tmp-1,14.69
2020-01-01T01:20:00Z,Hobo-Tmp-2,13.05
2020-01-01T01:20:00Z,Mean.Temp,13.87
2020-01-01T01:30:00Z,Hobo-Tmp-1,14.71
