Date,Source,TempF
2020-02-16T05:40:00Z,Mean.Temp,56.379999999999995
2020-02-16T05:50:00Z,Hobo-Tmp-1,58.08
2020-02-16T05:50:00Z,Hobo-Tmp-2,54.7
2020-02-16T05:50:00Z,Mean.Temp,56.39
2020-02-16T06:00:00Z,Hobo-Tmp-1,58.1
2020-02-16T06:00:00Z,Hobo-Tmp-2,54.72
2020-02-16T06:00:00Z,Mean.Temp,56.41
2020-02-16T06:10:00Z,Hobo-Tmp-1,58.06
2020-02-16T06:10:00Z,Hobo-Tmp-2,54.7
2020-02-16T06:10:00Z,Mean.Temp,56.38
2020-02-16T06:20:00Z,Hobo-Tmp-1,58.06
2020-02-16T06:20:00Z,Hobo-Tmp-2,54.66
2020-02-16T06:20:00Z,Mean.Temp,56.36
2020-02-16T06:30:00Z,Hobo-Tmp-1,58.08
2020-02-16T06:30:00Z,Hobo-Tmp-2,54.68
2020-02-16T06:30:00Z,Mean.Temp,56.379999999999995
2020-02-16T06:40:00Z,Hobo-Tmp-1,58.1
2020-02-16T06:40:00Z,Hobo-Tmp-2,54.68
2020-02-16T06:40:00Z,Mean.Temp,56.39
2020-02-16T06:50:00Z,Hobo-Tmp-1,58.08
2020-02-16T06:50:00Z,Hobo-Tmp-2,54.66
2020-02-16T06:50:00Z,Mean.Temp,56.37
2020-02-16T07:00:00Z,Hobo-Tmp-1,58.04
2020-02-16T07:00:00Z,Hobo-Tmp-2,54.64
2020-02-16T07:00:00Z,Mean.Temp,56.34
2020-02-16T07:10:00Z,Hobo-Tmp-1,58.04
2020-02-16T07:10:00Z,Hobo-Tmp-2,54.66
2020-02-16T07:10:00Z,Mean.Temp,56.349999999999994
2020-02-16T07:20:00Z,Hobo-Tmp-1,58.04
2020-02-16T07:20:00Z,Hobo-Tmp-2,54.66
2020-02-16T07:20:00Z,Mean.Temp,56.349999999999994
2020-02-16T07:30:00Z,Hobo-Tmp-1,58.08
2020-02-16T07:30:00Z,Hobo-Tmp-2,54.66
2020-02-16T07:30:00Z,Mean.Temp,56.37
2020-02-16T07:40:00Z,Hobo-Tmp-1,58.06
2020-02-16T07:40:00Z,Hobo-Tmp-2,54.66
2020-02-16T07:40:00Z,Mean.Temp,56.36
2020-02-16T07:50:00Z,Hobo-Tmp-1,58.08
2020-02-16T07:50:00Z,Hobo-Tmp-2,54.72
2020-02-16T07:50:00Z,Mean.Temp,56.4
2020-02-16T08:00:00Z,Hobo-Tmp-1,58.08
2020-02-16T08:00:00Z,Hobo-Tmp-2,54.78
2020-02-16T08:00:00Z,Mean.Temp,56.43
2020-02-16T08:10:00Z,Hobo-Tmp-1,58.13
2020-02-16T08:10:00Z,Hobo-Tmp-2,54.85
2020-02-16T08:10:00Z,Mean.Temp,56.49
2020-02-16T08:20:00Z,Hobo-Tmp-1,58.19
2020-02-16T08:20:00Z,Hobo-Tmp-2,54.95
2020-02-16T08:20:00Z,Mean.Temp,56.57
2020-02-16T08:30:00Z,Hobo-Tmp-1,58.23
2020-02-16T08:30:00Z,Hobo-Tmp-2,55.05
2020-02-16T08:30:00Z,Mean.Temp,56.64
2020-02-16T08:40:00Z,Hobo-Tmp-1,58.21
2020-02-16T08:40:00Z,Hobo-Tmp-2,55.22
2020-02-16T08:40:00Z,Mean.Temp,56.715
2020-02-16T08:50:00Z,Hobo-Tmp-1,58.27
2020-02-16T08:50:00Z,Hobo-Tmp-2,55.37
2020-02-16T08:50:00Z,Mean.Temp,56.82
2020-02-16T09:00:00Z,Hobo-Tmp-1,58.25
2020-02-16T09:00:00Z,Hobo-Tmp-2,55.55
2020-02-16T09:00:00Z,Mean.Temp,56.9
2020-02-16T09:10:00Z,Hobo-Tmp-1,58.35
2020-02-16T09:10:00Z,Hobo-Tmp-2,55.7
2020-02-16T09:10:00Z,Mean.Temp,57.025000000000006
2020-02-16T09:20:00Z,Hobo-Tmp-1,58.29
2020-02-16T09:20:00Z,Hobo-Tmp-2,55.93
2020-02-16T09:20:00Z,Mean.Temp,57.11
2020-02-16T09:30:00Z,Hobo-Tmp-1,58.35
2020-02-16T09:30:00Z,Hobo-Tmp-2,56.09
2020-02-16T09:30:00Z,Mean.Temp,57.22
2020-02-16T09:40:00Z,Hobo-Tmp-1,58.37
2020-02-16T09:40:00Z,Hobo-Tmp-2,56.28
2020-02-16T09:40:00Z,Mean.Temp,57.325
2020-02-16T09:50:00Z,Hobo-Tmp-1,58.35
2020-02-16T09:50:00Z,Hobo-Tmp-2,56.45
2020-02-16T09:50:00Z,Mean.Temp,57.400000000000006
2020-02-16T10:00:00Z,Hobo-Tmp-1,58.39
2020-02-16T10:00:00Z,Hobo-Tmp-2,56.65
2020-02-16T10:00:00Z,Mean.Temp,57.519999999999996
2020-02-16T10:10:00Z,Hobo-Tmp-1,58.37
2020-02-16T10:10:00Z,Hobo-Tmp-2,56.88
2020-02-16T10:10:00Z,Mean.Temp,57.625
2020-02-16T10:20:00Z,Hobo-Tmp-1,58.37
2020-02-16T10:20:00Z,Hobo-Tmp-2,57.07
2020-02-16T10:20:00Z,Mean.Temp,57.72
2020-02-16T10:30:00Z,Hobo-Tmp-1,58.37
2020-02-16T10:30:00Z,Hobo-Tmp-2,57.23
2020-02-16T10:30:00Z,Mean.Temp,57.8
2020-02-16T10:40:00Z,Hobo-Tmp-1,58.39
2020-02-16T10:40:00Z,Hobo-Tmp-2,57.42
2020-02-16T10:40:00Z,Mean.Temp,57.905
2020-02-16T10:50:00Z,Hobo-Tmp-1,58.37
2020-02-16T10:50:00Z,Hobo-Tmp-2,57.57
2020-02-16T10:50:00Z,Mean.Temp,57.97
2020-02-16T11:00:00Z,Hobo-Tmp-1,58.39
2020-02-16T11:00:00Z,Hobo-Tmp-2,57.71
2020-02-16T11:00:00Z,Mean.Temp,58.05
2020-02-16T11:10:00Z,Hobo-Tmp-1,58.42
2020-02-16T11:10:00Z,Hobo-Tmp-2,57.83
2020-02-16T11:10:00Z,Mean.Temp,58.125
2020-02-16T11:20:00Z,Hobo-Tmp-1,58.44
2020-02-16T11:20:00Z,Hobo-Tmp-2,57.94
2020-02-16T11:20:00Z,Mean.Temp,58.19
2020-02-16T11:30:00Z,Hobo-Tmp-1,58.46
2020-02-16T11:30:00Z,Hobo-Tmp-2,58.11
2020-02-16T11:30:00Z,Mean.Temp,58.285
2020-02-16T11:40:00Z,Hobo-Tmp-1,58.54
2020-02-16T11:40:00Z,Hobo-Tmp-2,58.17
2020-02-16T11:40:00Z,Mean.Temp,58.355000000000004
2020-02-16T11:50:00Z,Hobo-Tmp-1,58.58
2020-02-16T11:50:00Z,Hobo-Tmp-2,58.27
2020-02-16T11:50:00Z,Mean.Temp,58.425
2020-02-16T12:00:00Z,Hobo-Tmp-1,58.62
2020-02-16T12:00:00Z,Hobo-Tmp-2,58.35
2020-02-16T12:00:00Z,Mean.Temp,58.485
2020-02-16T12:10:00Z,Hobo-Tmp-1,58.71
2020-02-16T12:10:00Z,Hobo-Tmp-2,58.42
2020-02-16T12:10:00Z,Mean.Temp,58.565
2020-02-16T12:20:00Z,Hobo-Tmp-1,58.75
2020-02-16T12:20:00Z,Hobo-Tmp-2,58.5
2020-02-16T12:20:00Z,Mean.Temp,58.625
2020-02-16T12:30:00Z,Hobo-Tmp-1,58.77
2020-02-16T12:30:00Z,Hobo-Tmp-2,58.58
2020-02-16T12:30:00Z,Mean.Temp,58.675
2020-02-16T12:40:00Z,Hobo-Tmp-1,58.79
2020-02-16T12:40:00Z,Hobo-Tmp-2,58.64
2020-02-16T12:40:00Z,Mean.Temp,58.715
2020-02-16T12:50:00Z,Hobo-Tmp-1,58.83
2020-02-16T12:50:00Z,Hobo-Tmp-2,58.69
2020-02-16T12:50:00Z,Mean.Temp,58.76
2020-02-16T13:00:00Z,Hobo-Tmp-1,58.91
2020-02-16T13:00:00Z,Hobo-Tmp-2,58.77
2020-02-16T13:00:00Z,Mean.Temp,58.84
2020-02-16T13:10:00Z,Hobo-Tmp-1,58.93
2020-02-16T13:10:00Z,Hobo-Tmp-2,58.79
2020-02-16T13:10:00Z,Mean.Temp,58.86
2020-02-16T13:20:00Z,Hobo-Tmp-1,58.93
2020-02-16T13:20:00Z,Hobo-Tmp-2,58.87
2020-02-16T13:20:00Z,Mean.Temp,58.9
2020-02-16T13:30:00Z,Hobo-Tmp-1,58.95
2020-02-16T13:30:00Z,Hobo-Tmp-2,58.91
2020-02-16T13:30:00Z,Mean.Temp,58.93
2020-02-16T13:40:00Z,Hobo-Tmp-1,58.95
2020-02-16T13:40:00Z,Hobo-Tmp-2,58.95
2020-02-16T13:40:00Z,Mean.Temp,58.95
2020-02-16T13:50:00Z,Hobo-Tmp-1,59
2020-02-16T13:50:00Z,Hobo-Tmp-2,59
2020-02-16T13:50:00Z,Mean.Temp,59
2020-02-16T14:00:00Z,Hobo-Tmp-1,58.98
2020-02-16T14:00:00Z,Hobo-Tmp-2,59.04
2020-02-16T14:00:00Z,Mean.Temp,59.01
2020-02-16T14:10:00Z,Hobo-Tmp-1,58.98
2020-02-16T14:10:00Z,Hobo-Tmp-2,59.08
2020-02-16T14:10:00Z,Mean.Temp,59.03
2020-02-16T14:20:00Z,Hobo-Tmp-1,58.96
2020-02-16T14:20:00Z,Hobo-Tmp-2,59.12
2020-02-16T14:20:00Z,Mean.Temp,59.04
2020-02-16T14:30:00Z,Hobo-Tmp-1,59
2020-02-16T14:30:00Z,Hobo-Tmp-2,59.16
2020-02-16T14:30:00Z,Mean.Temp,59.08
2020-02-16T14:40:00Z,Hobo-Tmp-1,59
2020-02-16T14:40:00Z,Hobo-Tmp-2,59.2
2020-02-16T14:40:00Z,Mean.Temp,59.1
2020-02-16T14:50:00Z,Hobo-Tmp-1,59.04
2020-02-16T14:50:00Z,Hobo-Tmp-2,59.23
2020-02-16T14:50:00Z,Mean.Temp,59.135
2020-02-16T15:00:00Z,Hobo-Tmp-1,58.98
2020-02-16T15:00:00Z,Hobo-Tmp-2,59.29
2020-02-16T15:00:00Z,Mean.Temp,59.135
2020-02-16T15:10:00Z,Hobo-Tmp-1,58.98
2020-02-16T15:10:00Z,Hobo-Tmp-2,59.29
2020-02-16T15:10:00Z,Mean.Temp,59.135
2020-02-16T15:20:00Z,Hobo-Tmp-1,58.95
2020-02-16T15:20:00Z,Hobo-Tmp-2,59.31
2020-02-16T15:20:00Z,Mean.Temp,59.13
2020-02-16T15:30:00Z,Hobo-Tmp-1,58.96
2020-02-16T15:30:00Z,Hobo-Tmp-2,59.35
2020-02-16T15:30:00Z,Mean.Temp,59.155
2020-02-16T15:40:00Z,Hobo-Tmp-1,58.98
2020-02-16T15:40:00Z,Hobo-Tmp-2,59.37
2020-02-16T15:40:00Z,Mean.Temp,59.175
2020-02-16T15:50:00Z,Hobo-Tmp-1,58.98
2020-02-16T15:50:00Z,Hobo-Tmp-2,59.45
2020-02-16T15:50:00Z,Mean.Temp,59.215
2020-02-16T16:00:00Z,Hobo-Tmp-1,58.96
2020-02-16T16:00:00Z,Hobo-Tmp-2,59.45
2020-02-16T16:00:00Z,Mean.Temp,59.205
2020-02-16T16:10:00Z,Hobo-Tmp-1,58.98
2020-02-16T16:10:00Z,Hobo-Tmp-2,59.47
2020-02-16T16:10:00Z,Mean.Temp,59.224999999999994
2020-02-16T16:20:00Z,Hobo-Tmp-1,58.98
2020-02-16T16:20:00Z,Hobo-Tmp-2,59.47
2020-02-16T16:20:00Z,Mean.Temp,59.224999999999994
2020-02-16T16:30:00Z,Hobo-Tmp-1,58.95
2020-02-16T16:30:00Z,Hobo-Tmp-2,59.49
2020-02-16T16:30:00Z,Mean.Temp,59.22
2020-02-16T16:40:00Z,Hobo-Tmp-1,58.95
2020-02-16T16:40:00Z,Hobo-Tmp-2,59.52
2020-02-16T16:40:00Z,Mean.Temp,59.235
2020-02-16T16:50:00Z,Hobo-Tmp-1,58.93
2020-02-16T16:50:00Z,Hobo-Tmp-2,59.47
2020-02-16T16:50:00Z,Mean.Temp,59.2
2020-02-16T17:00:00Z,Hobo-Tmp-1,58.91
2020-02-16T17:00:00Z,Hobo-Tmp-2,59.49
2020-02-16T17:00:00Z,Mean.Temp,59.2
2020-02-16T17:10:00Z,Hobo-Tmp-1,58.87
2020-02-16T17:10:00Z,Hobo-Tmp-2,59.47
2020-02-16T17:10:00Z,Mean.Temp,59.17
2020-02-16T17:20:00Z,Hobo-Tmp-1,58.85
2020-02-16T17:20:00Z,Hobo-Tmp-2,59.47
2020-02-16T17:20:00Z,Mean.Temp,59.16
2020-02-16T17:30:00Z,Hobo-Tmp-1,58.85
2020-02-16T17:30:00Z,Hobo-Tmp-2,59.35
2020-02-16T17:30:00Z,Mean.Temp,59.1
2020-02-16T17:40:00Z,Hobo-Tmp-1,58.87
2020-02-16T17:40:00Z,Hobo-Tmp-2,59.33
2020-02-16T17:40:00Z,Mean.Temp,59.099999999999994
2020-02-16T17:50:00Z,Hobo-Tmp-1,58.85
2020-02-16T17:50:00Z,Hobo-Tmp-2,59.29
2020-02-16T17:50:00Z,Mean.Temp,59.07
2020-02-16T18:00:00Z,Hobo-Tmp-1,58.83
2020-02-16T18:00:00Z,Hobo-Tmp-2,59.14
2020-02-16T18:00:00Z,Mean.Temp,58.985
2020-02-16T18:10:00Z,Hobo-Tmp-1,58.83
2020-02-16T18:10:00Z,Hobo-Tmp-2,59.04
2020-02-16T18:10:00Z,Mean.Temp,58.935
2020-02-16T18:20:00Z,Hobo-Tmp-1,58.81
2020-02-16T18:20:00Z,Hobo-Tmp-2,58.93
2020-02-16T18:20:00Z,Mean.Temp,58.870000000000005
2020-02-16T18:30:00Z,Hobo-Tmp-1,58.81
2020-02-16T18:30:00Z,Hobo-Tmp-2,58.81
2020-02-16T18:30:00Z,Mean.Temp,58.81
2020-02-16T18:40:00Z,Hobo-Tmp-1,58.79
2020-02-16T18:40:00Z,Hobo-Tmp-2,58.66
2020-02-16T18:40:00Z,Mean.Temp,58.724999999999994
2020-02-16T18:50:00Z,Hobo-Tmp-1,58.79
2020-02-16T18:50:00Z,Hobo-Tmp-2,58.52
2020-02-16T18:50:00Z,Mean.Temp,58.655
2020-02-16T19:00:00Z,Hobo-Tmp-1,58.81
2020-02-16T19:00:00Z,Hobo-Tmp-2,58.39
2020-02-16T19:00:00Z,Mean.Temp,58.6
2020-02-16T19:10:00Z,Hobo-Tmp-1,58.77
2020-02-16T19:10:00Z,Hobo-Tmp-2,58.23
2020-02-16T19:10:00Z,Mean.Temp,58.5
2020-02-16T19:20:00Z,Hobo-Tmp-1,58.77
2020-02-16T19:20:00Z,Hobo-Tmp-2,58.1
2020-02-16T19:20:00Z,Mean.Temp,58.435
2020-02-16T19:30:00Z,Hobo-Tmp-1,58.81
2020-02-16T19:30:00Z,Hobo-Tmp-2,57.94
2020-02-16T19:30:00Z,Mean.Temp,58.375
2020-02-16T19:40:00Z,Hobo-Tmp-1,58.79
2020-02-16T19:40:00Z,Hobo-Tmp-2,57.81
2020-02-16T19:40:00Z,Mean.Temp,58.3
2020-02-16T19:50:00Z,Hobo-Tmp-1,58.81
2020-02-16T19:50:00Z,Hobo-Tmp-2,57.63
2020-02-16T19:50:00Z,Mean.Temp,58.22
2020-02-16T20:00:00Z,Hobo-Tmp-1,58.77
2020-02-16T20:00:00Z,Hobo-Tmp-2,57.52
2020-02-16T20:00:00Z,Mean.Temp,58.145
2020-02-16T20:10:00Z,Hobo-Tmp-1,58.75
2020-02-16T20:10:00Z,Hobo-Tmp-2,57.36
2020-02-16T20:10:00Z,Mean.Temp,58.055
2020-02-16T20:20:00Z,Hobo-Tmp-1,58.73
2020-02-16T20:20:00Z,Hobo-Tmp-2,57.27
2020-02-16T20:20:00Z,Mean.Temp,58
2020-02-16T20:30:00Z,Hobo-Tmp-1,58.71
2020-02-16T20:30:00Z,Hobo-Tmp-2,57.11
2020-02-16T20:30:00Z,Mean.Temp,57.91
2020-02-16T20:40:00Z,Hobo-Tmp-1,58.69
2020-02-16T20:40:00Z,Hobo-Tmp-2,56.98
2020-02-16T20:40:00Z,Mean.Temp,57.834999999999994
2020-02-16T20:50:00Z,Hobo-Tmp-1,58.69
2020-02-16T20:50:00Z,Hobo-Tmp-2,56.88
2020-02-16T20:50:00Z,Mean.Temp,57.785
2020-02-16T21:00:00Z,Hobo-Tmp-1,58.69
2020-02-16T21:00:00Z,Hobo-Tmp-2,56.8
2020-02-16T21:00:00Z,Mean.Temp,57.745
2020-02-16T21:10:00Z,Hobo-Tmp-1,58.66
2020-02-16T21:10:00Z,Hobo-Tmp-2,56.69
2020-02-16T21:10:00Z,Mean.Temp,57.675
2020-02-16T21:20:00Z,Hobo-Tmp-1,58.6
2020-02-16T21:20:00Z,Hobo-Tmp-2,56.57
2020-02-16T21:20:00Z,Mean.Temp,57.585
2020-02-16T21:30:00Z,Hobo-Tmp-1,58.66
2020-02-16T21:30:00Z,Hobo-Tmp-2,56.45
2020-02-16T21:30:00Z,Mean.Temp,57.555
2020-02-16T21:40:00Z,Hobo-Tmp-1,58.67
2020-02-16T21:40:00Z,Hobo-Tmp-2,56.38
2020-02-16T21:40:00Z,Mean.Temp,57.525000000000006
2020-02-16T21:50:00Z,Hobo-Tmp-1,58.62
2020-02-16T21:50:00Z,Hobo-Tmp-2,56.3
2020-02-16T21:50:00Z,Mean.Temp,57.459999999999994
2020-02-16T22:00:00Z,Hobo-Tmp-1,58.66
2020-02-16T22:00:00Z,Hobo-Tmp-2,56.18
2020-02-16T22:00:00Z,Mean.Temp,57.42
2020-02-16T22:10:00Z,Hobo-Tmp-1,58.6
2020-02-16T22:10:00Z,Hobo-Tmp-2,56.15
2020-02-16T22:10:00Z,Mean.Temp,57.375
2020-02-16T22:20:00Z,Hobo-Tmp-1,58.58
2020-02-16T22:20:00Z,Hobo-Tmp-2,56.09
2020-02-16T22:20:00Z,Mean.Temp,57.335
2020-02-16T22:30:00Z,Hobo-Tmp-1,58.56
2020-02-16T22:30:00Z,Hobo-Tmp-2,56.01
2020-02-16T22:30:00Z,Mean.Temp,57.285
2020-02-16T22:40:00Z,Hobo-Tmp-1,58.58
2020-02-16T22:40:00Z,Hobo-Tmp-2,56.01
2020-02-16T22:40:00Z,Mean.Temp,57.295
2020-02-16T22:50:00Z,Hobo-Tmp-1,58.56
2020-02-16T22:50:00Z,Hobo-Tmp-2,55.95
2020-02-16T22:50:00Z,Mean.Temp,57.255
2020-02-16T23:00:00Z,Hobo-Tmp-1,58.58
2020-02-16T23:00:00Z,Hobo-Tmp-2,55.89
2020-02-16T23:00:00Z,Mean.Temp,57.235
2020-02-16T23:10:00Z,Hobo-Tmp-1,58.54
2020-02-16T23:10:00Z,Hobo-Tmp-2,55.82
2020-02-16T23:10:00Z,Mean.Temp,57.18
2020-02-16T23:20:00Z,Hobo-Tmp-1,58.56
2020-02-16T23:20:00Z,Hobo-Tmp-2,55.78
2020-02-16T23:20:00Z,Mean.Temp,57.17
2020-02-16T23:30:00Z,Hobo-Tmp-1,58.58
2020-02-16T23:30:00Z,Hobo-Tmp-2,55.76
2020-02-16T23:30:00Z,Mean.Temp,57.17
2020-02-16T23:40:00Z,Hobo-Tmp-1,58.56
2020-02-16T23:40:00Z,Hobo-Tmp-2,55.7
2020-02-16T23:40:00Z,Mean.Temp,57.13
2020-02-16T23:50:00Z,Hobo-Tmp-1,58.56
2020-02-16T23:50:00Z,Hobo-Tmp-2,55.62
2020-02-16T23:50:00Z,Mean.Temp,57.09
2020-02-17T00:00:00Z,Hobo-Tmp-1,58.5
2020-02-17T00:00:00Z,Hobo-Tmp-2,55.61
2020-02-17T00:00:00Z,Mean.Temp,57.055
2020-02-17T00:10:00Z,Hobo-Tmp-1,58.52
2020-02-17T00:10:00Z,Hobo-Tmp-2,55.55
2020-02-17T00:10:00Z,Mean.Temp,57.035
2020-02-17T00:20:00Z,Hobo-Tmp-1,58.52
2020-02-17T00:20:00Z,Hobo-Tmp-2,55.47
2020-02-17T00:20:00Z,Mean.Temp,56.995000000000005
2020-02-17T00:30:00Z,Hobo-Tmp-1,58.52
2020-02-17T00:30:00Z,Hobo-Tmp-2,55.47
2020-02-17T00:30:00Z,Mean.Temp,56.995000000000005
2020-02-17T00:40:00Z,Hobo-Tmp-1,58.52
2020-02-17T00:40:00Z,Hobo-Tmp-2,55.41
2020-02-17T00:40:00Z,Mean.Temp,56.965
2020-02-17T00:50:00Z,Hobo-Tmp-1,58.52
2020-02-17T00:50:00Z,Hobo-Tmp-2,55.37
2020-02-17T00:50:00Z,Mean.Temp,56.945
2020-02-17T01:00:00Z,Hobo-Tmp-1,58.5
2020-02-17T01:00:00Z,Hobo-Tmp-2,55.35
2020-02-17T01:00:00Z,Mean.Temp,56.925
2020-02-17T01:10:00Z,Hobo-Tmp-1,58.46
2020-02-17T01:10:00Z,Hobo-Tmp-2,55.32
2020-02-17T01:10:00Z,Mean.Temp,56.89
2020-02-17T01:20:00Z,Hobo-Tmp-1,58.5
2020-02-17T01:20:00Z,Hobo-Tmp-2,55.28
2020-02-17T01:20:00Z,Mean.Temp,56.89
2020-02-17T01:30:00Z,Hobo-Tmp-1,58.5
2020-02-17T01:30:00Z,Hobo-Tmp-2,55.28
2020-02-17T01:30:00Z,Mean.Temp,56.89
2020-02-17T01:40:00Z,Hobo-Tmp-1,58.52
2020-02-17T01:40:00Z,Hobo-Tmp-2,55.28
2020-02-17T01:40:00Z,Mean.Temp,56.900000000000006
2020-02-17T01:50:00Z,Hobo-Tmp-1,58.48
2020-02-17T01:50:00Z,Hobo-Tmp-2,55.2
2020-02-17T01:50:00Z,Mean.Temp,56.84
2020-02-17T02:00:00Z,Hobo-Tmp-1,58.48
2020-02-17T02:00:00Z,Hobo-Tmp-2,55.22
2020-02-17T02:00:00Z,Mean.Temp,56.849999999999994
2020-02-17T02:10:00Z,Hobo-Tmp-1,58.46
2020-02-17T02:10:00Z,Hobo-Tmp-2,55.16
2020-02-17T02:10:00Z,Mean.Temp,56.81
2020-02-17T02:20:00Z,Hobo-Tmp-1,58.39
2020-02-17T02:20:00Z,Hobo-Tmp-2,55.18
2020-02-17T02:20:00Z,Mean.Temp,56.785
2020-02-17T02:30:00Z,Hobo-Tmp-1,58.4
2020-02-17T02:30:00Z,Hobo-Tmp-2,55.18
2020-02-17T02:30:00Z,Mean.Temp,56.79
2020-02-17T02:40:00Z,Hobo-Tmp-1,58.39
2020-02-17T02:40:00Z,Hobo-Tmp-2,55.14
2020-02-17T02:40:00Z,Mean.Temp,56.765
2020-02-17T02:50:00Z,Hobo-Tmp-1,58.37
2020-02-17T02:50:00Z,Hobo-Tmp-2,55.12
2020-02-17T02:50:00Z,Mean.Temp,56.745
2020-02-17T03:00:00Z,Hobo-Tmp-1,58.44
2020-02-17T03:00:00Z,Hobo-Tmp-2,55.06
2020-02-17T03:00:00Z,Mean.Temp,56.75
2020-02-17T03:10:00Z,Hobo-Tmp-1,58.39
2020-02-17T03:10:00Z,Hobo-Tmp-2,55.05
2020-02-17T03:10:00Z,Mean.Temp,56.72
2020-02-17T03:20:00Z,Hobo-Tmp-1,58.4
2020-02-17T03:20:00Z,Hobo-Tmp-2,55.06
2020-02-17T03:20:00Z,Mean.Temp,56.730000000000004
2020-02-17T03:30:00Z,Hobo-Tmp-1,58.4
2020-02-17T03:30:00Z,Hobo-Tmp-2,55.05
2020-02-17T03:30:00Z,Mean.Temp,56.724999999999994
2020-02-17T03:40:00Z,Hobo-Tmp-1,58.4
2020-02-17T03:40:00Z,Hobo-Tmp-2,55.03
2020-02-17T03:40:00Z,Mean.Temp,56.715
2020-02-17T03:50:00Z,Hobo-Tmp-1,58.42
2020-02-17T03:50:00Z,Hobo-Tmp-2,55.05
2020-02-17T03:50:00Z,Mean.Temp,56.735
2020-02-17T04:00:00Z,Hobo-Tmp-1,58.44
2020-02-17T04:00:00Z,Hobo-Tmp-2,55.01
2020-02-17T04:00:00Z,Mean.Temp,56.724999999999994
2020-02-17T04:10:00Z,Hobo-Tmp-1,58.37
2020-02-17T04:10:00Z,Hobo-Tmp-2,54.95
2020-02-17T04:10:00Z,Mean.Temp,56.66
2020-02-17T04:20:00Z,Hobo-Tmp-1,58.37
2020-02-17T04:20:00Z,Hobo-Tmp-2,54.95
2020-02-17T04:20:00Z,Mean.Temp,56.66
2020-02-17T04:30:00Z,Hobo-Tmp-1,58.37
2020-02-17T04:30:00Z,Hobo-Tmp-2,54.91
2020-02-17T04:30:00Z,Mean.Temp,56.64
2020-02-17T04:40:00Z,Hobo-Tmp-1,58.42
2020-02-17T04:40:00Z,Hobo-Tmp-2,54.87
2020-02-17T04:40:00Z,Mean.Temp,56.644999999999996
2020-02-17T04:50:00Z,Hobo-Tmp-1,58.4
2020-02-17T04:50:00Z,Hobo-Tmp-2,54.85
2020-02-17T04:50:00Z,Mean.Temp,56.625
2020-02-17T05:00:00Z,Hobo-Tmp-1,58.4
2020-02-17T05:00:00Z,Hobo-Tmp-2,54.85
2020-02-17T05:00:00Z,Mean.Temp,56.625
2020-02-17T05:10:00Z,Hobo-Tmp-1,58.4
2020-02-17T05:10:00Z,Hobo-Tmp-2,54.81
2020-02-17T05:10:00Z,Mean.Temp,56.605000000000004
2020-02-17T05:20:00Z,Hobo-Tmp-1,58.42
2020-02-17T05:20:00Z,Hobo-Tmp-2,54.78
2020-02-17T05:20:00Z,Mean.Temp,56.6
2020-02-17T05:30:00Z,Hobo-Tmp-1,58.42
2020-02-17T05:30:00Z,Hobo-Tmp-2,54.76
2020-02-17T05:30:00Z,Mean.Temp,56.59
2020-02-17T05:40:00Z,Hobo-Tmp-1,58.42
2020-02-17T05:40:00Z,Hobo-Tmp-2,54.78
2020-02-17T05:40:00Z,Mean.Temp,56.6
2020-02-17T05:50:00Z,Hobo-Tmp-1,58.4
2020-02-17T05:50:00Z,Hobo-Tmp-2,54.72
2020-02-17T05:50:00Z,Mean.Temp,56.56
2020-02-17T06:00:00Z,Hobo-Tmp-1,58.4
2020-02-17T06:00:00Z,Hobo-Tmp-2,54.72
2020-02-17T06:00:00Z,Mean.Temp,56.56
2020-02-17T06:10:00Z,Hobo-Tmp-1,58.4
2020-02-17T06:10:00Z,Hobo-Tmp-2,54.68
2020-02-17T06:10:00Z,Mean.Temp,56.54
2020-02-17T06:20:00Z,Hobo-Tmp-1,58.42
2020-02-17T06:20:00Z,Hobo-Tmp-2,54.74
2020-02-17T06:20:00Z,Mean.Temp,56.58
2020-02-17T06:30:00Z,Hobo-Tmp-1,58.4
2020-02-17T06:30:00Z,Hobo-Tmp-2,54.68
2020-02-17T06:30:00Z,Mean.Temp,56.54
2020-02-17T06:40:00Z,Hobo-Tmp-1,58.33
2020-02-17T06:40:00Z,Hobo-Tmp-2,54.68
2020-02-17T06:40:00Z,Mean.Temp,56.504999999999995
2020-02-17T06:50:00Z,Hobo-Tmp-1,58.37
2020-02-17T06:50:00Z,Hobo-Tmp-2,54.7
2020-02-17T06:50:00Z,Mean.Temp,56.535
2020-02-17T07:00:00Z,Hobo-Tmp-1,58.33
2020-02-17T07:00:00Z,Hobo-Tmp-2,54.74
2020-02-17T07:00:00Z,Mean.Temp,56.535
2020-02-17T07:10:00Z,Hobo-Tmp-1,58.33
2020-02-17T07:10:00Z,Hobo-Tmp-2,54.72
2020-02-17T07:10:00Z,Mean.Temp,56.525
2020-02-17T07:20:00Z,Hobo-Tmp-1,58.31
2020-02-17T07:20:00Z,Hobo-Tmp-2,54.74
2020-02-17T07:20:00Z,Mean.Temp,56.525000000000006
2020-02-17T07:30:00Z,Hobo-Tmp-1,58.29
2020-02-17T07:30:00Z,Hobo-Tmp-2,54.76
2020-02-17T07:30:00Z,Mean.Temp,56.525
2020-02-17T07:40:00Z,Hobo-Tmp-1,58.35
2020-02-17T07:40:00Z,Hobo-Tmp-2,54.85
