Date,Time,Name,Status
10/28/2019,10:50:00,BLUE-TNK-13,RampUp
10/28/2019,10:50:00,BLUE-TNK-14,RampUp
10/28/2019,10:50:00,BLUE-TNK-15,RampUp
10/28/2019,10:50:00,BLUE-TNK-16,RampUp
10/28/2019,18:05:00,WHITE-TNK-13,OFF
10/28/2019,18:05:00,WHITE-TNK-14,OFF
10/28/2019,18:05:00,WHITE-TNK-15,OFF
10/28/2019,18:05:00,WHITE-TNK-16,OFF
10/28/2019,21:51:00,BLUE-TNK-13,OFF
10/28/2019,21:51:00,BLUE-TNK-14,OFF
10/28/2019,21:51:00,BLUE-TNK-15,OFF
10/28/2019,21:51:00,BLUE-TNK-16,OFF
