Date,Time,Name,Status
10/09/2019,12:48:05,SOL-TNK-9,ON
10/09/2019,12:48:10,SOL-TNK-9,OFF
10/14/2019,12:00:00,SOL-TNK-9,ON
10/14/2019,12:00:00,SOL-TNK-10,ON
10/14/2019,13:28:25,SOL-TNK-11,ON
10/14/2019,13:28:26,SOL-TNK-12,ON
10/14/2019,18:15:00,SOL-TNK-9,OFF
10/14/2019,18:15:00,SOL-TNK-11,OFF
10/14/2019,18:15:00,SOL-TNK-10,OFF
10/14/2019,18:15:00,SOL-TNK-12,OFF
10/15/2019,00:30:00,SOL-TNK-9,ON
10/15/2019,00:30:00,SOL-TNK-11,ON
10/15/2019,00:30:00,SOL-TNK-10,ON
10/15/2019,00:30:00,SOL-TNK-12,ON
10/15/2019,06:45:00,SOL-TNK-9,OFF
10/15/2019,06:45:00,SOL-TNK-11,OFF
10/15/2019,06:45:00,SOL-TNK-10,OFF
10/15/2019,06:45:00,SOL-TNK-12,OFF
10/15/2019,13:00:00,SOL-TNK-9,ON
10/15/2019,13:00:00,SOL-TNK-11,ON
10/15/2019,13:00:00,SOL-TNK-10,ON
10/15/2019,13:00:00,SOL-TNK-12,ON
10/15/2019,19:15:00,SOL-TNK-9,OFF
10/15/2019,19:15:00,SOL-TNK-11,OFF
10/15/2019,19:15:00,SOL-TNK-10,OFF
10/15/2019,19:15:00,SOL-TNK-12,OFF
10/16/2019,01:30:00,SOL-TNK-9,ON
10/16/2019,01:30:00,SOL-TNK-11,ON
10/16/2019,01:30:00,SOL-TNK-10,ON
10/16/2019,01:30:00,SOL-TNK-12,ON
10/16/2019,07:45:00,SOL-TNK-9,OFF
10/16/2019,07:45:00,SOL-TNK-11,OFF
10/16/2019,07:45:00,SOL-TNK-10,OFF
10/16/2019,07:45:00,SOL-TNK-12,OFF
10/16/2019,14:00:00,SOL-TNK-9,ON
10/16/2019,14:00:00,SOL-TNK-11,ON
10/16/2019,14:00:00,SOL-TNK-10,ON
10/16/2019,14:00:00,SOL-TNK-12,ON
10/16/2019,20:15:00,SOL-TNK-9,OFF
10/16/2019,20:15:00,SOL-TNK-11,OFF
10/16/2019,20:15:00,SOL-TNK-10,OFF
10/16/2019,20:15:00,SOL-TNK-12,OFF
10/17/2019,02:30:00,SOL-TNK-9,ON
10/17/2019,02:30:00,SOL-TNK-11,ON
10/17/2019,02:30:00,SOL-TNK-10,ON
10/17/2019,02:30:00,SOL-TNK-12,ON
10/17/2019,08:45:00,SOL-TNK-9,OFF
10/17/2019,08:45:00,SOL-TNK-11,OFF
10/17/2019,08:45:00,SOL-TNK-10,OFF
10/17/2019,08:45:00,SOL-TNK-12,OFF
10/17/2019,13:26:05,WHITE-TNK-9,RampUp
10/17/2019,13:26:06,WHITE-TNK-10,RampUp
10/17/2019,13:26:16,WHITE-TNK-12,RampUp
10/17/2019,13:26:17,WHITE-TNK-11,RampUp
10/17/2019,13:36:43,WHITE-TNK-9,ON
10/17/2019,13:36:43,WHITE-TNK-10,ON
10/17/2019,13:36:48,WHITE-TNK-11,ON
10/17/2019,13:36:48,WHITE-TNK-12,ON
10/17/2019,13:36:49,WHITE-TNK-11,RampUp
10/17/2019,13:36:50,WHITE-TNK-12,RampUp
10/17/2019,13:37:24,WHITE-TNK-9,RampUp
10/17/2019,13:37:24,WHITE-TNK-10,RampUp
10/17/2019,15:00:00,SOL-TNK-9,ON
10/17/2019,15:00:00,SOL-TNK-11,ON
10/17/2019,15:00:00,SOL-TNK-10,ON
10/17/2019,15:00:00,SOL-TNK-12,ON
10/17/2019,18:18:00,WHITE-TNK-9,OFF
10/17/2019,18:18:00,WHITE-TNK-10,OFF
10/17/2019,18:18:00,WHITE-TNK-11,OFF
10/17/2019,18:18:00,WHITE-TNK-12,OFF
10/17/2019,21:15:00,SOL-TNK-9,OFF
10/17/2019,21:15:00,SOL-TNK-11,OFF
10/17/2019,21:15:00,SOL-TNK-10,OFF
10/17/2019,21:15:00,SOL-TNK-12,OFF
