Serial Number:20565259 --

"Date Time, GMT -0700","Temp, (*C)","Button Down","Button Up","Host Connect","EOF"
2020-07-26 20:00:00,19.45, , , , 
2020-07-26 20:10:00,19.42, , , , 
2020-07-26 20:20:00,19.42, , , , 
2020-07-26 20:30:00,19.43, , , , 
2020-07-26 20:40:00,19.44, , , , 
2020-07-26 20:50:00,19.42, , , , 
2020-07-26 21:00:00,19.42, , , , 
2020-07-26 21:10:00,19.43, , , , 
2020-07-26 21:20:00,19.42, , , , 
2020-07-26 21:30:00,19.42, , , , 
2020-07-26 21:40:00,19.40, , , , 
2020-07-26 21:50:00,19.40, , , , 
2020-07-26 22:00:00,19.41, , , , 
2020-07-26 22:10:00,19.39, , , , 
2020-07-26 22:20:00,19.43, , , , 
2020-07-26 22:30:00,19.43, , , , 
2020-07-26 22:40:00,19.42, , , , 
2020-07-26 22:50:00,19.40, , , , 
2020-07-26 23:00:00,19.42, , , , 
2020-07-26 23:10:00,19.42, , , , 
2020-07-26 23:20:00,19.42, , , , 
2020-07-26 23:30:00,19.43, , , , 
2020-07-26 23:40:00,19.41, , , , 
2020-07-26 23:50:00,19.40, , , , 
2020-07-27 00:00:00,19.40, , , , 
2020-07-27 00:10:00,19.39, , , , 
2020-07-27 00:20:00,19.40, , , , 
2020-07-27 00:30:00,19.42, , , , 
2020-07-27 00:40:00,19.42, , , , 
2020-07-27 00:50:00,19.38, , , , 
2020-07-27 01:00:00,19.38, , , , 
2020-07-27 01:10:00,19.41, , , , 
2020-07-27 01:20:00,19.43, , , , 
2020-07-27 01:30:00,19.42, , , , 
2020-07-27 01:40:00,19.40, , , , 
2020-07-27 01:50:00,19.39, , , , 
2020-07-27 02:00:00,19.39, , , , 
2020-07-27 02:10:00,19.39, , , , 
2020-07-27 02:20:00,19.39, , , , 
2020-07-27 02:30:00,19.42, , , , 
2020-07-27 02:40:00,19.47, , , , 
2020-07-27 02:50:00,19.47, , , , 
2020-07-27 03:00:00,19.45, , , , 
2020-07-27 03:10:00,19.48, , , , 
2020-07-27 03:20:00,19.48, , , , 
2020-07-27 03:30:00,19.50, , , , 
2020-07-27 03:40:00,19.44, , , , 
2020-07-27 03:50:00,19.45, , , , 
2020-07-27 04:00:00,19.45, , , , 
2020-07-27 04:10:00,19.42, , , , 
2020-07-27 04:20:00,19.41, , , , 
2020-07-27 04:30:00,19.39, , , , 
2020-07-27 04:40:00,19.39, , , , 
2020-07-27 04:50:00,19.43, , , , 
2020-07-27 05:00:00,19.45, , , , 
2020-07-27 05:10:00,19.45, , , , 
2020-07-27 05:20:00,19.42, , , , 
2020-07-27 05:30:00,19.41, , , , 
2020-07-27 05:40:00,19.41, , , , 
2020-07-27 05:50:00,19.43, , , , 
2020-07-27 06:00:00,19.39, , , , 
2020-07-27 06:10:00,19.38, , , , 
2020-07-27 06:20:00,19.39, , , , 
2020-07-27 06:30:00,19.38, , , , 
2020-07-27 06:40:00,19.41, , , , 
2020-07-27 06:50:00,19.40, , , , 
2020-07-27 07:00:00,19.40, , , , 
2020-07-27 07:10:00,19.43, , , , 
2020-07-27 07:20:00,19.43, , , , 
2020-07-27 07:30:00,19.45, , , , 
2020-07-27 07:40:00,19.48, , , , 
2020-07-27 07:50:00,19.43, , , , 
2020-07-27 08:00:00,19.42, , , , 
2020-07-27 08:10:00,19.42, , , , 
2020-07-27 08:20:00,19.41, , , , 
2020-07-27 08:30:00,19.39, , , , 
2020-07-27 08:40:00,19.41, , , , 
2020-07-27 08:50:00,19.38, , , , 
2020-07-27 09:00:00,19.38, , , , 
2020-07-27 09:10:00,19.40, , , , 
2020-07-27 09:20:00,19.43, , , , 
2020-07-27 09:30:00,19.47, , , , 
2020-07-27 09:40:00,19.48, , , , 
2020-07-27 09:50:00,19.48, , , , 
2020-07-27 10:00:00,19.48, , , , 
2020-07-27 10:10:00,19.45, , , , 
2020-07-27 10:20:00,19.48, , , , 
2020-07-27 10:30:00,19.46, , , , 
2020-07-27 10:40:00,19.47, , , , 
2020-07-27 10:50:00,19.48, , , , 
2020-07-27 11:00:00,19.45, , , , 
2020-07-27 11:10:00,19.45, , , , 
2020-07-27 11:20:00,19.45, , , , 
2020-07-27 11:30:00,19.47, , , , 
2020-07-27 11:40:00,19.46, , , , 
2020-07-27 11:50:00,19.48, , , , 
2020-07-27 12:00:00,19.44, , , , 
2020-07-27 12:10:00,19.41, , , , 
2020-07-27 12:20:00,19.43, , , , 
2020-07-27 12:30:00,19.44, , , , 
2020-07-27 12:40:00,19.44, , , , 
2020-07-27 12:50:00,19.41, , , , 
2020-07-27 13:00:00,19.40, , , , 
2020-07-27 13:10:00,19.42, , , , 
2020-07-27 13:20:00,19.42, , , , 
2020-07-27 13:30:00,19.40, , , , 
2020-07-27 13:40:00,19.42, , , , 
2020-07-27 13:50:00,19.52, , , , 
2020-07-27 14:00:00,19.71, , , , 
2020-07-27 14:10:00,19.94, , , , 
2020-07-27 14:20:00,20.18, , , , 
2020-07-27 14:30:00,20.43, , , , 
2020-07-27 14:40:00,20.62, , , , 
2020-07-27 14:50:00,20.87, , , , 
2020-07-27 15:00:00,21.05, , , , 
2020-07-27 15:10:00,21.27, , , , 
2020-07-27 15:20:00,21.43, , , , 
2020-07-27 15:30:00,21.51, , , , 
2020-07-27 15:40:00,21.54, , , , 
2020-07-27 15:50:00,21.52, , , , 
2020-07-27 16:00:00,21.55, , , , 
2020-07-27 16:10:00,21.55, , , , 
2020-07-27 16:20:00,21.54, , , , 
2020-07-27 16:30:00,21.53, , , , 
2020-07-27 16:40:00,21.55, , , , 
2020-07-27 16:50:00,21.52, , , , 
2020-07-27 17:00:00,21.54, , , , 
2020-07-27 17:10:00,21.55, , , , 
2020-07-27 17:20:00,21.52, , , , 
2020-07-27 17:30:00,21.54, , , , 
2020-07-27 17:40:00,21.54, , , , 
2020-07-27 17:50:00,21.54, , , , 
2020-07-27 18:00:00,21.53, , , , 
2020-07-27 18:10:00,21.55, , , , 
2020-07-27 18:20:00,21.51, , , , 
2020-07-27 18:30:00,21.54, , , , 
2020-07-27 18:30:40, ,Logged,Logged, , 
2020-07-27 18:40:00,21.57, , , , 
2020-07-27 18:50:00,21.58, , , , 
2020-07-27 19:00:00,21.55, , , , 
2020-07-27 19:10:00,21.55, , , , 
2020-07-27 19:20:00,21.53, , , , 
2020-07-27 19:30:00,21.52, , , , 
2020-07-27 19:40:00,21.54, , , , 
2020-07-27 19:50:00,21.52, , , , 
2020-07-27 20:00:00,21.52, , , , 
2020-07-27 20:10:00,21.53, , , , 
2020-07-27 20:20:00,21.54, , , , 
2020-07-27 20:30:00,21.54, , , , 
2020-07-27 20:40:00,21.57, , , , 
2020-07-27 20:50:00,21.58, , , , 
2020-07-27 21:00:00,21.55, , , , 
2020-07-27 21:10:00,21.54, , , , 
2020-07-27 21:20:00,21.52, , , , 
2020-07-27 21:30:00,21.54, , , , 
2020-07-27 21:40:00,21.51, , , , 
2020-07-27 21:50:00,21.52, , , , 
2020-07-27 22:00:00,21.52, , , , 
2020-07-27 22:10:00,21.53, , , , 
2020-07-27 22:20:00,21.53, , , , 
2020-07-27 22:30:00,21.51, , , , 
2020-07-27 22:40:00,21.54, , , , 
2020-07-27 22:50:00,21.54, , , , 
2020-07-27 23:00:00,21.53, , , , 
2020-07-27 23:10:00,21.54, , , , 
2020-07-27 23:20:00,21.53, , , , 
2020-07-27 23:30:00,21.52, , , , 
2020-07-27 23:40:00,21.52, , , , 
2020-07-27 23:50:00,21.52, , , , 
2020-07-28 00:00:00,21.51, , , , 
2020-07-28 00:10:00,21.52, , , , 
2020-07-28 00:20:00,21.52, , , , 
2020-07-28 00:30:00,21.53, , , , 
2020-07-28 00:40:00,21.54, , , , 
2020-07-28 00:50:00,21.53, , , , 
2020-07-28 01:00:00,21.51, , , , 
2020-07-28 01:10:00,21.53, , , , 
2020-07-28 01:20:00,21.52, , , , 
2020-07-28 01:30:00,21.51, , , , 
2020-07-28 01:40:00,21.51, , , , 
2020-07-28 01:50:00,21.50, , , , 
2020-07-28 02:00:00,21.52, , , , 
2020-07-28 02:10:00,21.51, , , , 
2020-07-28 02:20:00,21.52, , , , 
2020-07-28 02:30:00,21.51, , , , 
2020-07-28 02:40:00,21.54, , , , 
2020-07-28 02:50:00,21.54, , , , 
2020-07-28 03:00:00,21.55, , , , 
2020-07-28 03:10:00,21.53, , , , 
2020-07-28 03:20:00,21.55, , , , 
2020-07-28 03:30:00,21.52, , , , 
2020-07-28 03:40:00,21.52, , , , 
2020-07-28 03:50:00,21.51, , , , 
2020-07-28 04:00:00,21.51, , , , 
2020-07-28 04:10:00,21.51, , , , 
2020-07-28 04:20:00,21.52, , , , 
2020-07-28 04:30:00,21.53, , , , 
2020-07-28 04:40:00,21.55, , , , 
2020-07-28 04:50:00,21.54, , , , 
2020-07-28 05:00:00,21.52, , , , 
2020-07-28 05:10:00,21.53, , , , 
2020-07-28 05:20:00,21.52, , , , 
2020-07-28 05:30:00,21.52, , , , 
2020-07-28 05:40:00,21.57, , , , 
2020-07-28 05:50:00,21.59, , , , 
2020-07-28 06:00:00,21.60, , , , 
2020-07-28 06:10:00,21.59, , , , 
2020-07-28 06:20:00,21.58, , , , 
2020-07-28 06:30:00,21.57, , , , 
2020-07-28 06:40:00,21.58, , , , 
2020-07-28 06:50:00,21.59, , , , 
2020-07-28 07:00:00,21.59, , , , 
2020-07-28 07:10:00,21.58, , , , 
2020-07-28 07:20:00,21.62, , , , 
2020-07-28 07:30:00,21.60, , , , 
2020-07-28 07:40:00,21.59, , , , 
2020-07-28 07:50:00,21.57, , , , 
2020-07-28 08:00:00,21.59, , , , 
2020-07-28 08:10:00,21.58, , , , 
2020-07-28 08:20:00,21.52, , , , 
2020-07-28 08:30:00,21.51, , , , 
2020-07-28 08:40:00,21.54, , , , 
2020-07-28 08:50:00,21.59, , , , 
2020-07-28 09:00:00,21.57, , , , 
2020-07-28 09:10:00,21.58, , , , 
2020-07-28 09:20:00,21.58, , , , 
2020-07-28 09:30:00,21.58, , , , 
2020-07-28 09:40:00,21.60, , , , 
2020-07-28 09:50:00,21.59, , , , 
2020-07-28 10:00:00,21.58, , , , 
2020-07-28 10:10:00,21.60, , , , 
2020-07-28 10:20:00,21.59, , , , 
2020-07-28 10:30:00,21.58, , , , 
2020-07-28 10:40:00,21.53, , , , 
2020-07-28 10:50:00,21.51, , , , 
2020-07-28 11:00:00,21.27, , , , 
2020-07-28 11:10:00,20.96, , , , 
2020-07-28 11:20:00,20.68, , , , 
2020-07-28 11:30:00,20.40, , , , 
2020-07-28 11:40:00,20.14, , , , 
2020-07-28 11:50:00,19.87, , , , 
2020-07-28 12:00:00,19.65, , , , 
2020-07-28 12:10:00,19.41, , , , 
2020-07-28 12:20:00,19.16, , , , 
2020-07-28 12:30:00,18.96, , , , 
2020-07-28 12:40:00,18.77, , , , 
2020-07-28 12:50:00,18.57, , , , 
2020-07-28 13:00:00,18.39, , , , 
2020-07-28 13:10:00,18.21, , , , 
2020-07-28 13:20:00,18.05, , , , 
2020-07-28 13:30:00,17.90, , , , 
2020-07-28 13:40:00,17.75, , , , 
2020-07-28 13:50:00,17.58, , , , 
2020-07-28 14:00:00,17.46, , , , 
2020-07-28 14:10:00,17.33, , , , 
2020-07-28 14:20:00,17.20, , , , 
2020-07-28 14:30:00,17.08, , , , 
2020-07-28 14:40:00,16.98, , , , 
2020-07-28 14:50:00,16.87, , , , 
2020-07-28 15:00:00,16.77, , , , 
2020-07-28 15:10:00,16.65, , , , 
2020-07-28 15:20:00,16.57, , , , 
2020-07-28 15:30:00,16.50, , , , 
2020-07-28 15:40:00,16.40, , , , 
2020-07-28 15:50:00,16.31, , , , 
2020-07-28 16:00:00,16.25, , , , 
2020-07-28 16:10:00,16.17, , , , 
2020-07-28 16:20:00,16.08, , , , 
2020-07-28 16:30:00,16.02, , , , 
2020-07-28 16:40:00,15.96, , , , 
2020-07-28 16:50:00,15.90, , , , 
2020-07-28 17:00:00,15.83, , , , 
2020-07-28 17:10:00,15.78, , , , 
2020-07-28 17:20:00,15.74, , , , 
2020-07-28 17:30:00,15.69, , , , 
2020-07-28 17:40:00,15.60, , , , 
2020-07-28 17:50:00,15.57, , , , 
2020-07-28 18:00:00,15.54, , , , 
2020-07-28 18:10:00,15.47, , , , 
2020-07-28 18:20:00,15.42, , , , 
2020-07-28 18:30:00,15.38, , , , 
2020-07-28 18:40:00,15.33, , , , 
2020-07-28 18:50:00,15.29, , , , 
2020-07-28 19:00:00,15.25, , , , 
2020-07-28 19:10:00,15.21, , , , 
2020-07-28 19:20:00,15.15, , , , 
2020-07-28 19:30:00,15.13, , , , 
2020-07-28 19:40:00,15.09, , , , 
2020-07-28 19:50:00,15.06, , , , 
2020-07-28 20:00:00,15.02, , , , 
2020-07-28 20:10:00,14.98, , , , 
2020-07-28 20:20:00,14.96, , , , 
2020-07-28 20:30:00,14.91, , , , 
2020-07-28 20:40:00,14.88, , , , 
2020-07-28 20:50:00,14.84, , , , 
2020-07-28 21:00:00,14.80, , , , 
2020-07-28 21:10:00,14.78, , , , 
2020-07-28 21:20:00,14.74, , , , 
2020-07-28 21:30:00,14.71, , , , 
2020-07-28 21:40:00,14.68, , , , 
2020-07-28 21:50:00,14.65, , , , 
2020-07-28 22:00:00,14.63, , , , 
2020-07-28 22:10:00,14.58, , , , 
2020-07-28 22:20:00,14.59, , , , 
2020-07-28 22:30:00,14.56, , , , 
2020-07-28 22:40:00,14.52, , , , 
2020-07-28 22:50:00,14.52, , , , 
2020-07-28 23:00:00,14.48, , , , 
2020-07-28 23:10:00,14.48, , , , 
2020-07-28 23:20:00,14.43, , , , 
2020-07-28 23:30:00,14.42, , , , 
2020-07-28 23:40:00,14.39, , , , 
2020-07-28 23:50:00,14.36, , , , 
2020-07-29 00:00:00,14.37, , , , 
2020-07-29 00:10:00,14.32, , , , 
2020-07-29 00:20:00,14.34, , , , 
2020-07-29 00:30:00,14.37, , , , 
2020-07-29 00:40:00,14.38, , , , 
2020-07-29 00:50:00,14.35, , , , 
2020-07-29 01:00:00,14.34, , , , 
2020-07-29 01:10:00,14.40, , , , 
2020-07-29 01:20:00,14.38, , , , 
2020-07-29 01:30:00,14.37, , , , 
2020-07-29 01:40:00,14.36, , , , 
2020-07-29 01:50:00,14.34, , , , 
2020-07-29 02:00:00,14.35, , , , 
2020-07-29 02:10:00,14.32, , , , 
2020-07-29 02:20:00,14.36, , , , 
2020-07-29 02:30:00,14.37, , , , 
2020-07-29 02:40:00,14.34, , , , 
2020-07-29 02:50:00,14.37, , , , 
2020-07-29 03:00:00,14.34, , , , 
2020-07-29 03:10:00,14.34, , , , 
2020-07-29 03:20:00,14.36, , , , 
2020-07-29 03:30:00,14.36, , , , 
2020-07-29 03:40:00,14.35, , , , 
2020-07-29 03:50:00,14.36, , , , 
2020-07-29 04:00:00,14.36, , , , 
2020-07-29 04:10:00,14.35, , , , 
2020-07-29 04:20:00,14.34, , , , 
2020-07-29 04:30:00,14.35, , , , 
2020-07-29 04:40:00,14.35, , , , 
2020-07-29 04:50:00,14.35, , , , 
2020-07-29 05:00:00,14.34, , , , 
2020-07-29 05:10:00,14.37, , , , 
2020-07-29 05:20:00,14.38, , , , 
2020-07-29 05:30:00,14.37, , , , 
2020-07-29 05:40:00,14.34, , , , 
2020-07-29 05:50:00,14.32, , , , 
2020-07-29 06:00:00,14.29, , , , 
2020-07-29 06:10:00,14.26, , , , 
2020-07-29 06:20:00,14.28, , , , 
2020-07-29 06:30:00,14.30, , , , 
2020-07-29 06:40:00,14.26, , , , 
2020-07-29 06:50:00,14.25, , , , 
2020-07-29 07:00:00,14.28, , , , 
2020-07-29 07:10:00,14.28, , , , 
2020-07-29 07:20:00,14.28, , , , 
2020-07-29 07:30:00,14.25, , , , 
2020-07-29 07:40:00,14.25, , , , 
2020-07-29 07:50:00,14.28, , , , 
2020-07-29 08:00:00,14.26, , , , 
2020-07-29 08:10:00,14.28, , , , 
2020-07-29 08:20:00,14.29, , , , 
2020-07-29 08:30:00,14.27, , , , 
2020-07-29 08:40:00,14.26, , , , 
2020-07-29 08:50:00,14.27, , , , 
2020-07-29 09:00:00,14.28, , , , 
2020-07-29 09:10:00,14.28, , , , 
2020-07-29 09:20:00,14.26, , , , 
2020-07-29 09:30:00,14.27, , , , 
2020-07-29 09:40:00,14.26, , , , 
2020-07-29 09:50:00,14.26, , , , 
2020-07-29 10:00:00,14.28, , , , 
2020-07-29 10:10:00,14.28, , , , 
2020-07-29 10:20:00,14.28, , , , 
2020-07-29 10:30:00,14.30, , , , 
2020-07-29 10:40:00,14.32, , , , 
2020-07-29 10:50:00,14.28, , , , 
2020-07-29 11:00:00,14.28, , , , 
2020-07-29 11:10:00,14.29, , , , 
2020-07-29 11:20:00,14.29, , , , 
2020-07-29 11:30:00,14.30, , , , 
2020-07-29 11:40:00,14.30, , , , 
2020-07-29 11:50:00,14.32, , , , 
2020-07-29 12:00:00,14.32, , , , 
2020-07-29 12:10:00,14.33, , , , 
2020-07-29 12:20:00,14.34, , , , 
2020-07-29 12:30:00,14.32, , , , 
2020-07-29 12:40:00,14.35, , , , 
2020-07-29 12:50:00,14.36, , , , 
2020-07-29 13:00:00,14.36, , , , 
2020-07-29 13:10:00,14.37, , , , 
2020-07-29 13:20:00,14.38, , , , 
2020-07-29 13:30:00,14.40, , , , 
2020-07-29 13:40:00,14.40, , , , 
2020-07-29 13:50:00,14.41, , , , 
2020-07-29 14:00:00,14.42, , , , 
2020-07-29 14:10:00,14.44, , , , 
2020-07-29 14:20:00,14.44, , , , 
2020-07-29 14:30:00,14.47, , , , 
2020-07-29 14:35:26, ,Logged, , , 
2020-07-29 14:35:27, , ,Logged, , 
2020-07-29 14:40:00,14.51, , , , 
2020-07-29 14:50:00,14.89, , , , 
2020-07-29 15:00:00,15.02, , , , 
2020-07-29 15:10:00,15.08, , , , 
2020-07-29 15:20:00,15.08, , , , 
2020-07-29 15:30:00,15.06, , , , 
2020-07-29 15:40:00,15.04, , , , 
2020-07-29 15:50:00,15.11, , , , 
2020-07-29 16:00:00,15.42, , , , 
2020-07-29 16:10:00,15.85, , , , 
2020-07-29 16:20:00,16.29, , , , 
2020-07-29 16:30:00,16.71, , , , 
2020-07-29 16:40:00,17.11, , , , 
2020-07-29 16:50:00,17.32, , , , 
2020-07-29 17:00:00,17.40, , , , 
2020-07-29 17:10:00,17.41, , , , 
2020-07-29 17:20:00,17.43, , , , 
2020-07-29 17:30:00,17.40, , , , 
2020-07-29 17:40:00,17.43, , , , 
2020-07-29 17:50:00,17.40, , , , 
2020-07-29 18:00:00,17.38, , , , 
2020-07-29 18:10:00,17.40, , , , 
2020-07-29 18:20:00,17.39, , , , 
2020-07-29 18:30:00,17.39, , , , 
2020-07-29 18:40:00,17.39, , , , 
2020-07-29 18:50:00,17.38, , , , 
2020-07-29 19:00:00,17.38, , , , 
2020-07-29 19:10:00,17.37, , , , 
2020-07-29 19:20:00,17.25, , , , 
2020-07-29 19:30:00,17.15, , , , 
2020-07-29 19:40:00,17.03, , , , 
2020-07-29 19:50:00,16.90, , , , 
2020-07-29 20:00:00,16.77, , , , 
2020-07-29 20:10:00,16.67, , , , 
2020-07-29 20:20:00,16.55, , , , 
2020-07-29 20:30:00,16.45, , , , 
2020-07-29 20:40:00,16.34, , , , 
2020-07-29 20:50:00,16.28, , , , 
2020-07-29 21:00:00,16.17, , , , 
2020-07-29 21:10:00,16.07, , , , 
2020-07-29 21:20:00,16.01, , , , 
2020-07-29 21:30:00,15.92, , , , 
2020-07-29 21:40:00,15.84, , , , 
2020-07-29 21:50:00,15.76, , , , 
2020-07-29 22:00:00,15.72, , , , 
2020-07-29 22:10:00,15.63, , , , 
2020-07-29 22:20:00,15.56, , , , 
2020-07-29 22:30:00,15.49, , , , 
2020-07-29 22:40:00,15.46, , , , 
2020-07-29 22:50:00,15.38, , , , 
2020-07-29 23:00:00,15.31, , , , 
2020-07-29 23:10:00,15.25, , , , 
2020-07-29 23:20:00,15.21, , , , 
2020-07-29 23:30:00,15.16, , , , 
2020-07-29 23:40:00,15.17, , , , 
2020-07-29 23:50:00,15.13, , , , 
2020-07-30 00:00:00,15.15, , , , 
2020-07-30 00:10:00,15.16, , , , 
2020-07-30 00:20:00,15.15, , , , 
2020-07-30 00:30:00,15.16, , , , 
2020-07-30 00:40:00,15.13, , , , 
2020-07-30 00:50:00,15.16, , , , 
2020-07-30 01:00:00,15.15, , , , 
2020-07-30 01:10:00,15.14, , , , 
2020-07-30 01:20:00,15.15, , , , 
2020-07-30 01:30:00,15.16, , , , 
2020-07-30 01:40:00,15.16, , , , 
2020-07-30 01:50:00,15.16, , , , 
2020-07-30 02:00:00,15.14, , , , 
2020-07-30 02:10:00,15.16, , , , 
2020-07-30 02:20:00,15.13, , , , 
2020-07-30 02:30:00,15.16, , , , 
2020-07-30 02:40:00,15.14, , , , 
2020-07-30 02:50:00,15.15, , , , 
2020-07-30 03:00:00,15.15, , , , 
2020-07-30 03:10:00,15.15, , , , 
2020-07-30 03:20:00,15.13, , , , 
2020-07-30 03:30:00,15.15, , , , 
2020-07-30 03:40:00,15.15, , , , 
2020-07-30 03:50:00,15.15, , , , 
2020-07-30 04:00:00,15.12, , , , 
2020-07-30 04:10:00,15.17, , , , 
2020-07-30 04:20:00,15.15, , , , 
2020-07-30 04:30:00,15.13, , , , 
2020-07-30 04:40:00,15.13, , , , 
2020-07-30 04:50:00,15.15, , , , 
2020-07-30 05:00:00,15.14, , , , 
2020-07-30 05:10:00,15.14, , , , 
2020-07-30 05:20:00,15.15, , , , 
2020-07-30 05:30:00,15.13, , , , 
2020-07-30 05:40:00,15.16, , , , 
2020-07-30 05:50:00,15.16, , , , 
2020-07-30 06:00:00,15.13, , , , 
2020-07-30 06:10:00,15.10, , , , 
2020-07-30 06:20:00,15.10, , , , 
2020-07-30 06:30:00,15.07, , , , 
2020-07-30 06:40:00,15.10, , , , 
2020-07-30 06:50:00,15.07, , , , 
2020-07-30 07:00:00,15.08, , , , 
2020-07-30 07:10:00,15.30, , , , 
2020-07-30 07:20:00,15.68, , , , 
2020-07-30 07:30:00,16.06, , , , 
2020-07-30 07:40:00,16.48, , , , 
2020-07-30 07:50:00,16.85, , , , 
2020-07-30 08:00:00,17.22, , , , 
2020-07-30 08:10:00,17.33, , , , 
2020-07-30 08:20:00,17.36, , , , 
2020-07-30 08:30:00,17.36, , , , 
2020-07-30 08:40:00,17.36, , , , 
2020-07-30 08:50:00,17.37, , , , 
2020-07-30 09:00:00,17.37, , , , 
2020-07-30 09:10:00,17.36, , , , 
2020-07-30 09:20:00,17.39, , , , 
2020-07-30 09:30:00,17.34, , , , 
2020-07-30 09:40:00,17.24, , , , 
2020-07-30 09:50:00,17.10, , , , 
2020-07-30 10:00:00,17.05, , , , 
2020-07-30 10:10:00,17.21, , , , 
2020-07-30 10:20:00,17.51, , , , 
2020-07-30 10:30:00,17.85, , , , 
2020-07-30 10:40:00,18.18, , , , 
2020-07-30 10:50:00,18.51, , , , 
2020-07-30 11:00:00,18.82, , , , 
2020-07-30 11:10:00,19.09, , , , 
2020-07-30 11:20:00,19.13, , , , 
2020-07-30 11:30:00,19.16, , , , 
2020-07-30 11:40:00,19.17, , , , 
2020-07-30 11:50:00,19.18, , , , 
2020-07-30 12:00:00,19.17, , , , 
2020-07-30 12:10:00,19.20, , , , 
2020-07-30 12:20:00,19.23, , , , 
2020-07-30 12:30:00,19.24, , , , 
2020-07-30 12:40:00,19.25, , , , 
2020-07-30 12:50:00,19.23, , , , 
2020-07-30 13:00:00,19.26, , , , 
2020-07-30 13:10:00,19.25, , , , 
2020-07-30 13:20:00,19.25, , , , 
2020-07-30 13:30:00,19.22, , , , 
2020-07-30 13:40:00,19.21, , , , 
2020-07-30 13:50:00,19.18, , , , 
2020-07-30 14:00:00,19.20, , , , 
2020-07-30 14:10:00,19.20, , , , 
2020-07-30 14:20:00,19.20, , , , 
2020-07-30 14:30:00,19.20, , , , 
2020-07-30 14:40:00,19.16, , , , 
2020-07-30 14:50:00,19.21, , , , 
2020-07-30 15:00:00,19.18, , , , 
2020-07-30 15:10:00,19.12, , , , 
2020-07-30 15:20:00,18.95, , , , 
2020-07-30 15:30:00,18.76, , , , 
2020-07-30 15:40:00,18.58, , , , 
2020-07-30 15:50:00,18.41, , , , 
2020-07-30 16:00:00,18.23, , , , 
2020-07-30 16:10:00,18.06, , , , 
2020-07-30 16:20:00,17.90, , , , 
2020-07-30 16:30:00,17.78, , , , 
2020-07-30 16:40:00,17.62, , , , 
2020-07-30 16:50:00,17.51, , , , 
2020-07-30 17:00:00,17.36, , , , 
2020-07-30 17:10:00,17.22, , , , 
2020-07-30 17:20:00,17.11, , , , 
2020-07-30 17:30:00,17.06, , , , 
2020-07-30 17:40:00,17.05, , , , 
2020-07-30 17:50:00,17.05, , , , 
2020-07-30 18:00:00,17.04, , , , 
2020-07-30 18:10:00,17.06, , , , 
2020-07-30 18:20:00,17.00, , , , 
2020-07-30 18:30:00,16.98, , , , 
2020-07-30 18:40:00,16.98, , , , 
2020-07-30 18:50:00,16.99, , , , 
2020-07-30 19:00:00,16.96, , , , 
2020-07-30 19:10:00,16.96, , , , 
2020-07-30 19:20:00,16.94, , , , 
2020-07-30 19:30:00,16.95, , , , 
2020-07-30 19:40:00,16.96, , , , 
2020-07-30 19:50:00,16.95, , , , 
2020-07-30 20:00:00,16.99, , , , 
2020-07-30 20:10:00,16.90, , , , 
2020-07-30 20:20:00,16.79, , , , 
2020-07-30 20:30:00,16.70, , , , 
2020-07-30 20:40:00,16.60, , , , 
2020-07-30 20:50:00,16.48, , , , 
2020-07-30 21:00:00,16.37, , , , 
2020-07-30 21:10:00,16.30, , , , 
2020-07-30 21:20:00,16.19, , , , 
2020-07-30 21:30:00,16.12, , , , 
2020-07-30 21:40:00,16.04, , , , 
2020-07-30 21:50:00,15.98, , , , 
2020-07-30 22:00:00,15.88, , , , 
2020-07-30 22:10:00,15.82, , , , 
2020-07-30 22:20:00,15.73, , , , 
2020-07-30 22:30:00,15.69, , , , 
2020-07-30 22:40:00,15.60, , , , 
2020-07-30 22:50:00,15.55, , , , 
2020-07-30 23:00:00,15.48, , , , 
2020-07-30 23:10:00,15.42, , , , 
2020-07-30 23:20:00,15.39, , , , 
2020-07-30 23:30:00,15.32, , , , 
2020-07-30 23:40:00,15.27, , , , 
2020-07-30 23:50:00,15.23, , , , 
2020-07-31 00:00:00,15.19, , , , 
2020-07-31 00:10:00,15.12, , , , 
2020-07-31 00:20:00,15.07, , , , 
2020-07-31 00:30:00,15.03, , , , 
2020-07-31 00:40:00,14.99, , , , 
2020-07-31 00:50:00,14.97, , , , 
2020-07-31 01:00:00,14.93, , , , 
2020-07-31 01:10:00,14.89, , , , 
2020-07-31 01:20:00,14.84, , , , 
2020-07-31 01:30:00,14.79, , , , 
2020-07-31 01:40:00,14.78, , , , 
2020-07-31 01:50:00,14.74, , , , 
2020-07-31 02:00:00,14.72, , , , 
2020-07-31 02:10:00,14.69, , , , 
2020-07-31 02:20:00,14.67, , , , 
2020-07-31 02:30:00,14.64, , , , 
2020-07-31 02:40:00,14.60, , , , 
2020-07-31 02:50:00,14.63, , , , 
2020-07-31 03:00:00,14.65, , , , 
2020-07-31 03:10:00,14.64, , , , 
2020-07-31 03:20:00,14.62, , , , 
2020-07-31 03:30:00,14.64, , , , 
2020-07-31 03:40:00,14.59, , , , 
2020-07-31 03:50:00,14.65, , , , 
2020-07-31 04:00:00,14.62, , , , 
2020-07-31 04:10:00,14.60, , , , 
2020-07-31 04:20:00,14.64, , , , 
2020-07-31 04:30:00,14.64, , , , 
2020-07-31 04:40:00,14.60, , , , 
2020-07-31 04:50:00,14.65, , , , 
