Date,Probe,Type,Value
01/31/2020 00:00:00,Tmp-1,Temp,17.0
01/31/2020 00:00:00,pH-1,pH,7.84
01/31/2020 00:00:00,Tmp-3,Temp,17.0
01/31/2020 00:00:00,pH-3,pH,7.61
01/31/2020 00:00:00,Tmp-2,Temp,17.0
01/31/2020 00:00:00,pH-2,pH,7.90
01/31/2020 00:00:00,Tmp-4,Temp,17.3
01/31/2020 00:00:00,pH-4,pH,7.70
01/31/2020 00:10:00,Tmp-1,Temp,17.0
01/31/2020 00:10:00,pH-1,pH,7.86
01/31/2020 00:10:00,Tmp-3,Temp,17.0
01/31/2020 00:10:00,pH-3,pH,7.60
01/31/2020 00:10:00,Tmp-2,Temp,16.9
01/31/2020 00:10:00,pH-2,pH,7.91
01/31/2020 00:10:00,Tmp-4,Temp,17.3
01/31/2020 00:10:00,pH-4,pH,7.70
01/31/2020 00:20:00,Tmp-1,Temp,17.0
01/31/2020 00:20:00,pH-1,pH,7.87
01/31/2020 00:20:00,Tmp-3,Temp,17.0
01/31/2020 00:20:00,pH-3,pH,7.61
01/31/2020 00:20:00,Tmp-2,Temp,17.0
01/31/2020 00:20:00,pH-2,pH,7.91
01/31/2020 00:20:00,Tmp-4,Temp,17.3
01/31/2020 00:20:00,pH-4,pH,7.70
01/31/2020 00:30:00,Tmp-1,Temp,17.0
01/31/2020 00:30:00,pH-1,pH,7.87
01/31/2020 00:30:00,Tmp-3,Temp,17.0
01/31/2020 00:30:00,pH-3,pH,7.60
01/31/2020 00:30:00,Tmp-2,Temp,17.0
01/31/2020 00:30:00,pH-2,pH,7.90
01/31/2020 00:30:00,Tmp-4,Temp,17.3
01/31/2020 00:30:00,pH-4,pH,7.70
01/31/2020 00:40:00,Tmp-1,Temp,17.0
01/31/2020 00:40:00,pH-1,pH,7.89
01/31/2020 00:40:00,Tmp-3,Temp,17.0
01/31/2020 00:40:00,pH-3,pH,7.61
01/31/2020 00:40:00,Tmp-2,Temp,17.0
01/31/2020 00:40:00,pH-2,pH,7.84
01/31/2020 00:40:00,Tmp-4,Temp,17.3
01/31/2020 00:40:00,pH-4,pH,7.70
01/31/2020 00:50:00,Tmp-1,Temp,17.0
01/31/2020 00:50:00,pH-1,pH,7.85
01/31/2020 00:50:00,Tmp-3,Temp,17.0
01/31/2020 00:50:00,pH-3,pH,7.60
01/31/2020 00:50:00,Tmp-2,Temp,17.0
01/31/2020 00:50:00,pH-2,pH,7.84
01/31/2020 00:50:00,Tmp-4,Temp,17.3
01/31/2020 00:50:00,pH-4,pH,7.70
01/31/2020 01:00:00,Tmp-1,Temp,17.0
01/31/2020 01:00:00,pH-1,pH,7.83
01/31/2020 01:00:00,Tmp-3,Temp,17.0
01/31/2020 01:00:00,pH-3,pH,7.60
01/31/2020 01:00:00,Tmp-2,Temp,17.0
01/31/2020 01:00:00,pH-2,pH,7.84
01/31/2020 01:00:00,Tmp-4,Temp,17.3
01/31/2020 01:00:00,pH-4,pH,7.70
01/31/2020 01:10:00,Tmp-1,Temp,17.0
01/31/2020 01:10:00,pH-1,pH,7.83
01/31/2020 01:10:00,Tmp-3,Temp,17.0
