Date,Probe,Type,Value
01/31/2020 00:00:00,Tmp-9,Temp,17.2
01/31/2020 00:00:00,pH-9,pH,7.65
01/31/2020 00:00:00,Tmp-10,Temp,18.0
01/31/2020 00:00:00,pH-10,pH,7.66
01/31/2020 00:00:00,Tmp-11,Temp,17.2
01/31/2020 00:00:00,pH-11,pH,8.08
01/31/2020 00:00:00,Tmp-12,Temp,17.3
01/31/2020 00:00:00,pH-12,pH,7.98
01/31/2020 00:00:00,TMP-S,Temp,13.5
01/31/2020 00:00:00,PH-Smp,pH,8.13
01/31/2020 00:10:00,Tmp-9,Temp,17.1
01/31/2020 00:10:00,pH-9,pH,7.65
01/31/2020 00:10:00,Tmp-10,Temp,18.0
01/31/2020 00:10:00,pH-10,pH,7.65
01/31/2020 00:10:00,Tmp-11,Temp,17.2
01/31/2020 00:10:00,pH-11,pH,8.08
01/31/2020 00:10:00,Tmp-12,Temp,17.3
01/31/2020 00:10:00,pH-12,pH,7.98
01/31/2020 00:10:00,TMP-S,Temp,13.6
01/31/2020 00:10:00,PH-Smp,pH,8.15
01/31/2020 00:20:00,Tmp-9,Temp,17.1
01/31/2020 00:20:00,pH-9,pH,7.65
01/31/2020 00:20:00,Tmp-10,Temp,17.9
01/31/2020 00:20:00,pH-10,pH,7.66
01/31/2020 00:20:00,Tmp-11,Temp,17.2
01/31/2020 00:20:00,pH-11,pH,8.08
01/31/2020 00:20:00,Tmp-12,Temp,17.3
01/31/2020 00:20:00,pH-12,pH,7.98
01/31/2020 00:20:00,TMP-S,Temp,13.6
01/31/2020 00:20:00,PH-Smp,pH,8.13
01/31/2020 00:30:00,Tmp-9,Temp,17.1
01/31/2020 00:30:00,pH-9,pH,7.65
01/31/2020 00:30:00,Tmp-10,Temp,17.9
01/31/2020 00:30:00,pH-10,pH,7.66
01/31/2020 00:30:00,Tmp-11,Temp,17.2
01/31/2020 00:30:00,pH-11,pH,8.08
01/31/2020 00:30:00,Tmp-12,Temp,17.3
01/31/2020 00:30:00,pH-12,pH,7.98
01/31/2020 00:30:00,TMP-S,Temp,13.7
01/31/2020 00:30:00,PH-Smp,pH,8.14
01/31/2020 00:40:00,Tmp-9,Temp,17.1
01/31/2020 00:40:00,pH-9,pH,7.66
01/31/2020 00:40:00,Tmp-10,Temp,17.9
01/31/2020 00:40:00,pH-10,pH,7.65
01/31/2020 00:40:00,Tmp-11,Temp,17.2
01/31/2020 00:40:00,pH-11,pH,8.08
01/31/2020 00:40:00,Tmp-12,Temp,17.3
01/31/2020 00:40:00,pH-12,pH,7.98
01/31/2020 00:40:00,TMP-S,Temp,13.3
