Date,Probe,Type,Value
01/20/2020 00:00:00,Tmp-5,Temp,17.5
01/20/2020 00:00:00,pH-5,pH,8.05
01/20/2020 00:00:00,Tmp-6,Temp,17.0
01/20/2020 00:00:00,pH-6,pH,8.10
01/20/2020 00:00:00,Tmp-7,Temp,17.0
01/20/2020 00:00:00,pH-7,pH,7.53
01/20/2020 00:00:00,Tmp-8,Temp,17.0
01/20/2020 00:00:00,pH-8,pH,7.69
01/20/2020 00:10:00,Tmp-5,Temp,17.5
01/20/2020 00:10:00,pH-5,pH,8.05
01/20/2020 00:10:00,Tmp-6,Temp,17.0
01/20/2020 00:10:00,pH-6,pH,8.10
01/20/2020 00:10:00,Tmp-7,Temp,17.0
01/20/2020 00:10:00,pH-7,pH,7.54
01/20/2020 00:10:00,Tmp-8,Temp,17.0
01/20/2020 00:10:00,pH-8,pH,7.69
01/20/2020 00:20:00,Tmp-5,Temp,17.5
01/20/2020 00:20:00,pH-5,pH,8.05
01/20/2020 00:20:00,Tmp-6,Temp,17.0
01/20/2020 00:20:00,pH-6,pH,8.10
01/20/2020 00:20:00,Tmp-7,Temp,17.0
01/20/2020 00:20:00,pH-7,pH,7.54
01/20/2020 00:20:00,Tmp-8,Temp,17.0
01/20/2020 00:20:00,pH-8,pH,7.71
01/20/2020 00:30:00,Tmp-5,Temp,17.5
01/20/2020 00:30:00,pH-5,pH,8.05
01/20/2020 00:30:00,Tmp-6,Temp,17.0
01/20/2020 00:30:00,pH-6,pH,8.10
01/20/2020 00:30:00,Tmp-7,Temp,17.0
01/20/2020 00:30:00,pH-7,pH,7.54
01/20/2020 00:30:00,Tmp-8,Temp,17.0
01/20/2020 00:30:00,pH-8,pH,7.68
01/20/2020 00:40:00,Tmp-5,Temp,17.5
01/20/2020 00:40:00,pH-5,pH,8.05
01/20/2020 00:40:00,Tmp-6,Temp,17.0
01/20/2020 00:40:00,pH-6,pH,8.09
01/20/2020 00:40:00,Tmp-7,Temp,17.0
01/20/2020 00:40:00,pH-7,pH,7.54
01/20/2020 00:40:00,Tmp-8,Temp,17.0
01/20/2020 00:40:00,pH-8,pH,7.68
01/20/2020 00:50:00,Tmp-5,Temp,17.4
01/20/2020 00:50:00,pH-5,pH,8.05
01/20/2020 00:50:00,Tmp-6,Temp,17.0
01/20/2020 00:50:00,pH-6,pH,8.09
01/20/2020 00:50:00,Tmp-7,Temp,17.0
01/20/2020 00:50:00,pH-7,pH,7.55
01/20/2020 00:50:00,Tmp-8,Temp,17.0
01/20/2020 00:50:00,pH-8,pH,7.70
01/20/2020 01:00:00,Tmp-5,Temp,17.4
01/20/2020 01:00:00,pH-5,pH,8.05
01/20/2020 01:00:00,Tmp-6,Temp,17.0
01/20/2020 01:00:00,pH-6,pH,8.09
01/20/2020 01:00:00,Tmp-7,Temp,17.0
01/20/2020 01:00:00,pH-7,pH,7.55
01/20/2020 01:00:00,Tmp-8,Temp,17.0
01/20/2020 01:00:00,pH-8,pH,7.68
01/20/2020 01:10:00,Tmp-5,Temp,17.4
01/20/2020 01:10:00,pH-5,pH,8.05
01/20/2020 01:10:00,Tmp-6,Temp,17.0
01/20/2020 01:10:00,pH-6,pH,8.09
01/20/2020 01:10:00,Tmp-7,Temp,17.0
01/20/2020 01:10:00,pH-7,pH,7.54
01/20/2020 01:10:00,Tmp-8,Temp,17.0
01/20/2020 01:10:00,pH-8,pH,7.68
01/20/2020 01:20:00,Tmp-5,Temp,17.3
01/20/2020 01:20:00,pH-5,pH,8.05
01/20/2020 01:20:00,Tmp-6,Temp,17.0
01/20/2020 01:20:00,pH-6,pH,8.09
01/20/2020 01:20:00,Tmp-7,Temp,17.0
01/20/2020 01:20:00,pH-7,pH,7.54
01/20/2020 01:20:00,Tmp-8,Temp,17.0
01/20/2020 01:20:00,pH-8,pH,7.70
01/20/2020 01:30:00,Tmp-5,Temp,17.3
01/20/2020 01:30:00,pH-5,pH,8.05
01/20/2020 01:30:00,Tmp-6,Temp,17.0
01/20/2020 01:30:00,pH-6,pH,8.09
01/20/2020 01:30:00,Tmp-7,Temp,17.0
01/20/2020 01:30:00,pH-7,pH,7.55
01/20/2020 01:30:00,Tmp-8,Temp,17.0
01/20/2020 01:30:00,pH-8,pH,7.71
01/20/2020 01:40:00,Tmp-5,Temp,17.3
01/20/2020 01:40:00,pH-5,pH,8.05
01/20/2020 01:40:00,Tmp-6,Temp,17.0
01/20/2020 01:40:00,pH-6,pH,8.09
01/20/2020 01:40:00,Tmp-7,Temp,17.0
01/20/2020 01:40:00,pH-7,pH,7.55
01/20/2020 01:40:00,Tmp-8,Temp,17.0
01/20/2020 01:40:00,pH-8,pH,7.68
01/20/2020 01:50:00,Tmp-5,Temp,17.3
01/20/2020 01:50:00,pH-5,pH,8.05
01/20/2020 01:50:00,Tmp-6,Temp,17.0
01/20/2020 01:50:00,pH-6,pH,8.09
01/20/2020 01:50:00,Tmp-7,Temp,17.0
01/20/2020 01:50:00,pH-7,pH,7.54
01/20/2020 01:50:00,Tmp-8,Temp,17.0
01/20/2020 01:50:00,pH-8,pH,7.68
01/20/2020 02:00:00,Tmp-5,Temp,17.2
01/20/2020 02:00:00,pH-5,pH,8.05
01/20/2020 02:00:00,Tmp-6,Temp,16.9
01/20/2020 02:00:00,pH-6,pH,8.09
01/20/2020 02:00:00,Tmp-7,Temp,17.0
01/20/2020 02:00:00,pH-7,pH,7.54
01/20/2020 02:00:00,Tmp-8,Temp,17.0
01/20/2020 02:00:00,pH-8,pH,7.70
01/20/2020 02:10:00,Tmp-5,Temp,17.2
01/20/2020 02:10:00,pH-5,pH,8.04
01/20/2020 02:10:00,Tmp-6,Temp,17.0
01/20/2020 02:10:00,pH-6,pH,8.09
01/20/2020 02:10:00,Tmp-7,Temp,17.0
01/20/2020 02:10:00,pH-7,pH,7.55
01/20/2020 02:10:00,Tmp-8,Temp,17.0
01/20/2020 02:10:00,pH-8,pH,7.71
01/20/2020 02:20:00,Tmp-5,Temp,17.2
01/20/2020 02:20:00,pH-5,pH,8.04
01/20/2020 02:20:00,Tmp-6,Temp,17.0
01/20/2020 02:20:00,pH-6,pH,8.09
01/20/2020 02:20:00,Tmp-7,Temp,17.0
01/20/2020 02:20:00,pH-7,pH,7.55
01/20/2020 02:20:00,Tmp-8,Temp,17.0
01/20/2020 02:20:00,pH-8,pH,7.68
01/20/2020 02:30:00,Tmp-5,Temp,17.2
01/20/2020 02:30:00,pH-5,pH,8.04
01/20/2020 02:30:00,Tmp-6,Temp,17.0
01/20/2020 02:30:00,pH-6,pH,8.09
01/20/2020 02:30:00,Tmp-7,Temp,17.0
01/20/2020 02:30:00,pH-7,pH,7.54
01/20/2020 02:30:00,Tmp-8,Temp,17.0
01/20/2020 02:30:00,pH-8,pH,7.70
01/20/2020 02:40:00,Tmp-5,Temp,17.2
01/20/2020 02:40:00,pH-5,pH,8.04
01/20/2020 02:40:00,Tmp-6,Temp,17.0
01/20/2020 02:40:00,pH-6,pH,8.09
01/20/2020 02:40:00,Tmp-7,Temp,17.0
01/20/2020 02:40:00,pH-7,pH,7.54
01/20/2020 02:40:00,Tmp-8,Temp,17.0
01/20/2020 02:40:00,pH-8,pH,7.70
01/20/2020 02:50:00,Tmp-5,Temp,17.2
01/20/2020 02:50:00,pH-5,pH,8.04
01/20/2020 02:50:00,Tmp-6,Temp,17.0
01/20/2020 02:50:00,pH-6,pH,8.09
01/20/2020 02:50:00,Tmp-7,Temp,17.0
01/20/2020 02:50:00,pH-7,pH,7.55
01/20/2020 02:50:00,Tmp-8,Temp,17.0
01/20/2020 02:50:00,pH-8,pH,7.69
01/20/2020 03:00:00,Tmp-5,Temp,17.1
01/20/2020 03:00:00,pH-5,pH,8.04
01/20/2020 03:00:00,Tmp-6,Temp,17.0
01/20/2020 03:00:00,pH-6,pH,8.09
01/20/2020 03:00:00,Tmp-7,Temp,17.0
01/20/2020 03:00:00,pH-7,pH,7.55
01/20/2020 03:00:00,Tmp-8,Temp,17.0
01/20/2020 03:00:00,pH-8,pH,7.68
01/20/2020 03:10:00,Tmp-5,Temp,17.1
01/20/2020 03:10:00,pH-5,pH,8.04
01/20/2020 03:10:00,Tmp-6,Temp,17.0
01/20/2020 03:10:00,pH-6,pH,8.09
01/20/2020 03:10:00,Tmp-7,Temp,17.0
01/20/2020 03:10:00,pH-7,pH,7.54
01/20/2020 03:10:00,Tmp-8,Temp,17.0
01/20/2020 03:10:00,pH-8,pH,7.70
01/20/2020 03:20:00,Tmp-5,Temp,17.1
01/20/2020 03:20:00,pH-5,pH,8.04
01/20/2020 03:20:00,Tmp-6,Temp,17.0
01/20/2020 03:20:00,pH-6,pH,8.09
01/20/2020 03:20:00,Tmp-7,Temp,17.0
01/20/2020 03:20:00,pH-7,pH,7.55
01/20/2020 03:20:00,Tmp-8,Temp,17.0
01/20/2020 03:20:00,pH-8,pH,7.71
01/20/2020 03:30:00,Tmp-5,Temp,17.1
01/20/2020 03:30:00,pH-5,pH,8.04
01/20/2020 03:30:00,Tmp-6,Temp,17.0
01/20/2020 03:30:00,pH-6,pH,8.09
01/20/2020 03:30:00,Tmp-7,Temp,17.0
01/20/2020 03:30:00,pH-7,pH,7.55
01/20/2020 03:30:00,Tmp-8,Temp,17.0
01/20/2020 03:30:00,pH-8,pH,7.68
01/20/2020 03:40:00,Tmp-5,Temp,17.1
